"dive number","date","time","sample time (min)","sample depth (m)","sample temperature (C)","sample pressure (bar)","sample heartrate"
"125","2019-08-07","09:58:13","73:50","6.34",,,
"125","2019-08-07","09:58:13","74:00","6.126",,,
"125","2019-08-07","09:58:13","74:10","6.066",,,
"125","2019-08-07","09:58:13","74:20","5.852",,,
"125","2019-08-07","09:58:13","74:30","6.248",,,
"125","2019-08-07","09:58:13","74:40","6.279",,,
"125","2019-08-07","09:58:13","74:50","6.34",,,
"125","2019-08-07","09:58:13","75:00","6.126",,,
"125","2019-08-07","09:58:13","75:10","6.066",,,
"125","2019-08-07","09:58:13","75:20","5.974",,,
"125","2019-08-07","09:58:13","75:30","6.126",,,
"125","2019-08-07","09:58:13","75:40","6.309",,,
"125","2019-08-07","09:58:13","75:50","6.462",,,
"125","2019-08-07","09:58:13","76:00","5.852",,,
"125","2019-08-07","09:58:13","76:10","6.066",,,
"125","2019-08-07","09:58:13","76:20","6.157",,,
"125","2019-08-07","09:58:13","76:30","6.218",,,
"125","2019-08-07","09:58:13","76:40","6.035",,,
"125","2019-08-07","09:58:13","76:50","6.187",,,
"125","2019-08-07","09:58:13","77:00","6.187",,,
"125","2019-08-07","09:58:13","77:10","6.126",,,
"125","2019-08-07","09:58:13","77:20","6.126",,,
"125","2019-08-07","09:58:13","77:30","5.883",,,
"125","2019-08-07","09:58:13","77:40","5.913",,,
"125","2019-08-07","09:58:13","77:50","6.035",,,
"125","2019-08-07","09:58:13","78:00","6.462",,,
"125","2019-08-07","09:58:13","78:10","5.73",,,
"125","2019-08-07","09:58:13","78:20","5.913",,,
"125","2019-08-07","09:58:13","78:30","6.157",,,
"125","2019-08-07","09:58:13","78:40","6.37",,,
"125","2019-08-07","09:58:13","78:50","6.157",,,
"125","2019-08-07","09:58:13","79:00","6.431",,,
"125","2019-08-07","09:58:13","79:10","6.066",,,
"125","2019-08-07","09:58:13","79:20","6.096",,,
"125","2019-08-07","09:58:13","79:30","6.218",,,
"125","2019-08-07","09:58:13","79:40","6.066",,,
"125","2019-08-07","09:58:13","79:50","5.608",,,
"125","2019-08-07","09:58:13","80:00","6.401",,,
"125","2019-08-07","09:58:13","80:10","6.462",,,
"125","2019-08-07","09:58:13","80:20","6.37",,,
"125","2019-08-07","09:58:13","80:30","6.066",,,
"125","2019-08-07","09:58:13","80:40","5.669",,,
"125","2019-08-07","09:58:13","80:50","5.791",,,
"125","2019-08-07","09:58:13","81:00","5.822",,,
"125","2019-08-07","09:58:13","81:10","6.035",,,
"125","2019-08-07","09:58:13","81:20","6.492",,,
"125","2019-08-07","09:58:13","81:30","5.852",,,
"125","2019-08-07","09:58:13","81:40","6.309",,,
"125","2019-08-07","09:58:13","81:50","6.066",,,
"125","2019-08-07","09:58:13","82:00","6.096",,,
"125","2019-08-07","09:58:13","82:10","6.309",,,
"125","2019-08-07","09:58:13","82:20","6.035",,,
"125","2019-08-07","09:58:13","82:30","6.126",,,
"125","2019-08-07","09:58:13","82:40","6.066",,,
"125","2019-08-07","09:58:13","82:50","6.066",,,
"125","2019-08-07","09:58:13","83:00","6.218",,,
"125","2019-08-07","09:58:13","83:10","6.035",,,
"125","2019-08-07","09:58:13","83:20","6.096",,,
"125","2019-08-07","09:58:13","83:30","6.37",,,
"125","2019-08-07","09:58:13","83:40","6.035",,,
"125","2019-08-07","09:58:13","83:50","6.035",,,
"125","2019-08-07","09:58:13","84:00","6.187",,,
"125","2019-08-07","09:58:13","84:10","6.157",,,
"125","2019-08-07","09:58:13","84:20","6.218",,,
"125","2019-08-07","09:58:13","84:30","6.37",,,
"125","2019-08-07","09:58:13","84:40","6.218",,,
"125","2019-08-07","09:58:13","84:50","6.34",,,
"125","2019-08-07","09:58:13","85:00","6.126",,,
"125","2019-08-07","09:58:13","85:10","6.005",,,
"125","2019-08-07","09:58:13","85:20","6.035",,,
"125","2019-08-07","09:58:13","85:30","6.035",,,
"125","2019-08-07","09:58:13","85:40","6.187",,,
"125","2019-08-07","09:58:13","85:50","6.157",,,
"125","2019-08-07","09:58:13","86:00","6.126",,,
"125","2019-08-07","09:58:13","86:10","6.309",,,
"125","2019-08-07","09:58:13","86:20","6.157",,,
"125","2019-08-07","09:58:13","86:30","6.187",,,
"125","2019-08-07","09:58:13","86:40","6.401",,,
"125","2019-08-07","09:58:13","86:50","6.096",,,
"125","2019-08-07","09:58:13","87:00","6.218",,,
"125","2019-08-07","09:58:13","87:10","6.157",,,
"125","2019-08-07","09:58:13","87:20","6.005",,,
"125","2019-08-07","09:58:13","87:30","6.218",,,
"125","2019-08-07","09:58:13","87:40","6.248",,,
"125","2019-08-07","09:58:13","87:50","5.944",,,
"125","2019-08-07","09:58:13","88:00","6.035",,,
"125","2019-08-07","09:58:13","88:10","5.791",,,
"125","2019-08-07","09:58:13","88:20","5.822",,,
"125","2019-08-07","09:58:13","88:30","5.669",,,
"125","2019-08-07","09:58:13","88:40","5.761",,,
"125","2019-08-07","09:58:13","88:50","5.974",,,
"125","2019-08-07","09:58:13","89:00","6.126",,,
"125","2019-08-07","09:58:13","89:10","6.066",,,
"125","2019-08-07","09:58:13","89:20","6.096",,,
"125","2019-08-07","09:58:13","89:30","6.126",,,
"125","2019-08-07","09:58:13","89:40","5.913",,,
"125","2019-08-07","09:58:13","89:50","6.035",,,
"125","2019-08-07","09:58:13","90:00","5.73",,,
"125","2019-08-07","09:58:13","90:10","5.974",,,
"125","2019-08-07","09:58:13","90:20","6.126",,,
"125","2019-08-07","09:58:13","90:30","6.066",,,
"125","2019-08-07","09:58:13","90:40","6.035",,,
"125","2019-08-07","09:58:13","90:50","6.096",,,
"125","2019-08-07","09:58:13","91:00","6.005",,,
"125","2019-08-07","09:58:13","91:10","6.005",,,
"125","2019-08-07","09:58:13","91:20","5.944",,,
"125","2019-08-07","09:58:13","91:30","5.974",,,
"125","2019-08-07","09:58:13","91:40","6.066","28.889",,
"125","2019-08-07","09:58:13","91:50","6.035",,,
"125","2019-08-07","09:58:13","92:00","6.035",,,
"125","2019-08-07","09:58:13","92:10","5.974",,,
"125","2019-08-07","09:58:13","92:20","5.73",,,
"125","2019-08-07","09:58:13","92:30","5.822",,,
"125","2019-08-07","09:58:13","92:40","5.883",,,
"125","2019-08-07","09:58:13","92:50","5.974",,,
"125","2019-08-07","09:58:13","93:00","6.035",,,
"125","2019-08-07","09:58:13","93:10","5.822",,,
"125","2019-08-07","09:58:13","93:20","5.852",,,
"125","2019-08-07","09:58:13","93:30","5.822",,,
"125","2019-08-07","09:58:13","93:40","5.944",,,
"125","2019-08-07","09:58:13","93:50","6.157",,,
"125","2019-08-07","09:58:13","94:00","5.883",,,
"125","2019-08-07","09:58:13","94:10","5.883",,,
"125","2019-08-07","09:58:13","94:20","6.066",,,
"125","2019-08-07","09:58:13","94:30","6.218",,,
"125","2019-08-07","09:58:13","94:40","5.913",,,
"125","2019-08-07","09:58:13","94:50","5.547",,,
"125","2019-08-07","09:58:13","95:00","5.73",,,
"125","2019-08-07","09:58:13","95:10","5.608",,,
"125","2019-08-07","09:58:13","95:20","5.639",,,
"125","2019-08-07","09:58:13","95:30","5.395",,,
"125","2019-08-07","09:58:13","95:40","5.639",,,
"125","2019-08-07","09:58:13","95:50","6.523",,,
"125","2019-08-07","09:58:13","96:00","5.791",,,
"125","2019-08-07","09:58:13","96:10","6.187",,,
"125","2019-08-07","09:58:13","96:20","6.066",,,
"125","2019-08-07","09:58:13","96:30","5.852",,,
"125","2019-08-07","09:58:13","96:40","6.126",,,
"125","2019-08-07","09:58:13","96:50","6.309",,,
"125","2019-08-07","09:58:13","97:00","6.157",,,
"125","2019-08-07","09:58:13","97:10","6.096",,,
"125","2019-08-07","09:58:13","97:20","6.035",,,
"125","2019-08-07","09:58:13","97:30","6.187",,,
"125","2019-08-07","09:58:13","97:40","6.126",,,
"125","2019-08-07","09:58:13","97:50","6.096",,,
"125","2019-08-07","09:58:13","98:00","6.066",,,
"125","2019-08-07","09:58:13","98:10","6.035",,,
"125","2019-08-07","09:58:13","98:20","5.913",,,
"125","2019-08-07","09:58:13","98:30","6.005",,,
"125","2019-08-07","09:58:13","98:40","6.005",,,
"125","2019-08-07","09:58:13","98:50","5.883",,,
"125","2019-08-07","09:58:13","99:00","6.096",,,
"125","2019-08-07","09:58:13","99:10","5.669",,,
"125","2019-08-07","09:58:13","99:20","6.035",,,
"125","2019-08-07","09:58:13","99:30","6.096",,,
"125","2019-08-07","09:58:13","99:40","5.913",,,
"125","2019-08-07","09:58:13","99:50","5.852",,,
"125","2019-08-07","09:58:13","100:00","6.005",,,
"125","2019-08-07","09:58:13","100:10","5.944",,,
"125","2019-08-07","09:58:13","100:20","5.974",,,
"125","2019-08-07","09:58:13","100:30","6.126",,,
"125","2019-08-07","09:58:13","100:40","5.883",,,
"125","2019-08-07","09:58:13","100:50","5.73",,,
"125","2019-08-07","09:58:13","101:00","5.852",,,
"125","2019-08-07","09:58:13","101:10","5.944",,,
"125","2019-08-07","09:58:13","101:20","5.608",,,
"125","2019-08-07","09:58:13","101:30","5.761",,,
"125","2019-08-07","09:58:13","101:40","5.791",,,
"125","2019-08-07","09:58:13","101:50","5.913",,,
"125","2019-08-07","09:58:13","102:00","6.248",,,
"125","2019-08-07","09:58:13","102:10","5.974",,,
"125","2019-08-07","09:58:13","102:20","6.035",,,
"125","2019-08-07","09:58:13","102:30","6.066",,,
"125","2019-08-07","09:58:13","102:40","5.913",,,
"125","2019-08-07","09:58:13","102:50","5.73",,,
"125","2019-08-07","09:58:13","103:00","6.066",,,
"125","2019-08-07","09:58:13","103:10","6.157",,,
"125","2019-08-07","09:58:13","103:20","5.883",,,
"125","2019-08-07","09:58:13","103:30","5.517",,,
"125","2019-08-07","09:58:13","103:40","5.913",,,
"125","2019-08-07","09:58:13","103:50","6.126",,,
"125","2019-08-07","09:58:13","104:00","5.913",,,
"125","2019-08-07","09:58:13","104:10","6.066",,,
"125","2019-08-07","09:58:13","104:20","6.187",,,
"125","2019-08-07","09:58:13","104:30","6.005","29.444",,
"125","2019-08-07","09:58:13","104:40","6.126",,,
"125","2019-08-07","09:58:13","104:50","5.944",,,
"125","2019-08-07","09:58:13","105:00","5.913",,,
"125","2019-08-07","09:58:13","105:10","5.791",,,
"125","2019-08-07","09:58:13","105:20","6.005",,,
"125","2019-08-07","09:58:13","105:30","5.913",,,
"125","2019-08-07","09:58:13","105:40","5.974",,,
"125","2019-08-07","09:58:13","105:50","5.944",,,
"125","2019-08-07","09:58:13","106:00","5.517",,,
"125","2019-08-07","09:58:13","106:10","4.785",,,
"125","2019-08-07","09:58:13","106:20","4.42",,,
"125","2019-08-07","09:58:13","106:30","4.267",,,
"125","2019-08-07","09:58:13","106:40","4.542",,,
"125","2019-08-07","09:58:13","106:50","4.206",,,
"125","2019-08-07","09:58:13","107:00","4.054",,,
"125","2019-08-07","09:58:13","107:10","4.511",,,
"125","2019-08-07","09:58:13","107:20","4.023",,,
"125","2019-08-07","09:58:13","107:30","3.78","28.889",,
"125","2019-08-07","09:58:13","107:40","4.389","29.444",,
"125","2019-08-07","09:58:13","107:50","4.572","28.889",,
"125","2019-08-07","09:58:13","108:00","4.267",,,
"125","2019-08-07","09:58:13","108:10","4.359",,,
"125","2019-08-07","09:58:13","108:20","3.871",,,
"125","2019-08-07","09:58:13","108:30","3.84",,,
"125","2019-08-07","09:58:13","108:40","3.81",,,
"125","2019-08-07","09:58:13","108:50","3.84",,,
"125","2019-08-07","09:58:13","109:00","4.602",,,
"125","2019-08-07","09:58:13","109:10","4.359",,,
"125","2019-08-07","09:58:13","109:20","4.572",,,
"125","2019-08-07","09:58:13","109:30","4.389",,,
"125","2019-08-07","09:58:13","109:40","4.42",,,
"125","2019-08-07","09:58:13","109:50","4.45",,,
"125","2019-08-07","09:58:13","110:00","4.633",,,
"125","2019-08-07","09:58:13","110:10","4.663",,,
"125","2019-08-07","09:58:13","110:20","4.542","29.444",,
"125","2019-08-07","09:58:13","110:30","4.389",,,
"125","2019-08-07","09:58:13","110:40","4.176",,,
"125","2019-08-07","09:58:13","110:50","4.328",,,
"125","2019-08-07","09:58:13","111:00","4.602",,,
"125","2019-08-07","09:58:13","111:10","4.481",,,
"125","2019-08-07","09:58:13","111:20","4.237",,,
"125","2019-08-07","09:58:13","111:30","4.206",,,
"125","2019-08-07","09:58:13","111:40","4.359",,,
"125","2019-08-07","09:58:13","111:50","4.572",,,
"125","2019-08-07","09:58:13","112:00","4.633",,,
"125","2019-08-07","09:58:13","112:10","4.023",,,
"125","2019-08-07","09:58:13","112:20","4.511","28.889",,
"125","2019-08-07","09:58:13","112:30","4.755","29.444",,
"125","2019-08-07","09:58:13","112:40","4.42",,,
"125","2019-08-07","09:58:13","112:50","4.542",,,
"125","2019-08-07","09:58:13","113:00","4.724",,,
"125","2019-08-07","09:58:13","113:10","4.023",,,
"125","2019-08-07","09:58:13","113:20","3.749",,,
"125","2019-08-07","09:58:13","113:30","3.475",,,
"125","2019-08-07","09:58:13","113:40","3.566",,,
"125","2019-08-07","09:58:13","113:50","3.871",,,
"125","2019-08-07","09:58:13","114:00","2.896",,,
"125","2019-08-07","09:58:13","114:10","2.835",,,
"125","2019-08-07","09:58:13","114:20","3.231",,,
"125","2019-08-07","09:58:13","114:30","3.231",,,
"125","2019-08-07","09:58:13","114:40","2.652",,,
"125","2019-08-07","09:58:13","114:50","2.438",,,
"125","2019-08-07","09:58:13","115:00","2.256",,,
"125","2019-08-07","09:58:13","115:10","2.195",,,
"125","2019-08-07","09:58:13","115:20","1.798",,,
"125","2019-08-07","09:58:13","115:30","2.073",,,
"125","2019-08-07","09:58:13","115:40","1.951",,,
"125","2019-08-07","09:58:13","115:50","1.859",,,
"125","2019-08-07","09:58:13","116:00","1.951",,,
"125","2019-08-07","09:58:13","116:10","1.981",,,
"125","2019-08-07","09:58:13","116:20","1.615",,,
"125","2019-08-07","09:58:13","116:30","1.402",,,
"125","2019-08-07","09:58:13","116:40","1.25",,,
"125","2019-08-07","09:58:13","116:50","0",,,
"125","2019-08-07","09:58:13","117:00","0",,,
"125","2019-08-07","09:58:13","117:10","0",,,
"125","2019-08-07","09:58:13","117:20","0",,,
"125","2019-08-07","09:58:13","117:30","0",,,
"125","2019-08-07","09:58:13","117:40","0",,,
"126","2019-08-09","09:15:12","0:00","6.553","33.889",,
"126","2019-08-09","09:15:12","0:10","9.876",,,
"126","2019-08-09","09:15:12","0:20","11.887",,,
"126","2019-08-09","09:15:12","0:30","12.07","33.333",,
"126","2019-08-09","09:15:12","0:40","12.283",,,
"126","2019-08-09","09:15:12","0:50","12.771",,,
"126","2019-08-09","09:15:12","1:00","12.497",,,
"126","2019-08-09","09:15:12","1:10","11.918",,,
"126","2019-08-09","09:15:12","1:20","12.893",,,
"126","2019-08-09","09:15:12","1:30","12.863",,,
"126","2019-08-09","09:15:12","1:40","12.649","32.778",,
"126","2019-08-09","09:15:12","1:50","13.411",,,
"126","2019-08-09","09:15:12","2:00","13.929",,,
"126","2019-08-09","09:15:12","2:10","14.661",,,
"126","2019-08-09","09:15:12","2:20","14.722","32.222",,
"126","2019-08-09","09:15:12","2:30","15.453",,,
"126","2019-08-09","09:15:12","2:40","15.972",,,
"126","2019-08-09","09:15:12","2:50","16.581",,,
"126","2019-08-09","09:15:12","3:00","17.648","31.667",,
"126","2019-08-09","09:15:12","3:10","19.141",,,
"126","2019-08-09","09:15:12","3:20","20.513",,,
"126","2019-08-09","09:15:12","3:30","21.58",,,
"126","2019-08-09","09:15:12","3:40","22.799","31.111",,
"126","2019-08-09","09:15:12","3:50","24.11",,,
"126","2019-08-09","09:15:12","4:00","25.878",,,
"126","2019-08-09","09:15:12","4:10","27.737",,,
"126","2019-08-09","09:15:12","4:20","29.718","30.556",,
"126","2019-08-09","09:15:12","4:30","31.09",,,
"126","2019-08-09","09:15:12","4:40","33.071",,,
"126","2019-08-09","09:15:12","4:50","34.991",,,
"126","2019-08-09","09:15:12","5:00","36.088","30.0",,
"126","2019-08-09","09:15:12","5:10","38.923",,,
"126","2019-08-09","09:15:12","5:20","41.544",,,
"126","2019-08-09","09:15:12","5:30","43.983",,,
"126","2019-08-09","09:15:12","5:40","46.939",,,
"126","2019-08-09","09:15:12","5:50","49.408","29.444",,
"126","2019-08-09","09:15:12","6:00","51.603",,,
"126","2019-08-09","09:15:12","6:10","54.041",,,
"126","2019-08-09","09:15:12","6:20","55.9",,,
"126","2019-08-09","09:15:12","6:30","58.217",,,
"126","2019-08-09","09:15:12","6:40","61.204",,,
"126","2019-08-09","09:15:12","6:50","63.764","28.889",,
"126","2019-08-09","09:15:12","7:00","66.233",,,
"126","2019-08-09","09:15:12","7:10","68.61",,,
"126","2019-08-09","09:15:12","7:20","70.47",,,
"126","2019-08-09","09:15:12","7:30","72.42","28.333",,
"126","2019-08-09","09:15:12","7:40","74.402",,,
"126","2019-08-09","09:15:12","7:50","76.383",,,
"126","2019-08-09","09:15:12","8:00","78.273",,,
"126","2019-08-09","09:15:12","8:10","80.101",,,
"126","2019-08-09","09:15:12","8:20","81.686",,,
"126","2019-08-09","09:15:12","8:30","83.241","27.778",,
"126","2019-08-09","09:15:12","8:40","84.673",,,
"126","2019-08-09","09:15:12","8:50","86.228",,,
"126","2019-08-09","09:15:12","9:00","87.63",,,
"126","2019-08-09","09:15:12","9:10","89.276",,,
"126","2019-08-09","09:15:12","9:20","90.434",,,
"126","2019-08-09","09:15:12","9:30","91.41","27.222",,
"126","2019-08-09","09:15:12","9:40","91.257",,,
"126","2019-08-09","09:15:12","9:50","91.41",,,
"126","2019-08-09","09:15:12","10:00","91.501",,,
"126","2019-08-09","09:15:12","10:10","91.775",,,
"126","2019-08-09","09:15:12","10:20","91.836",,,
"126","2019-08-09","09:15:12","10:30","91.775",,,
"126","2019-08-09","09:15:12","10:40","91.836","26.667",,
"126","2019-08-09","09:15:12","10:50","92.05",,,
"126","2019-08-09","09:15:12","11:00","92.385",,,
"126","2019-08-09","09:15:12","11:10","92.568",,,
"126","2019-08-09","09:15:12","11:20","92.629",,,
"126","2019-08-09","09:15:12","11:30","92.507",,,
"126","2019-08-09","09:15:12","11:40","92.659",,,
"126","2019-08-09","09:15:12","11:50","92.537",,,
"126","2019-08-09","09:15:12","12:00","92.781","26.111",,
"126","2019-08-09","09:15:12","12:10","93.147",,,
"126","2019-08-09","09:15:12","12:20","93.116",,,
"126","2019-08-09","09:15:12","12:30","93.055",,,
"126","2019-08-09","09:15:12","12:40","92.598",,,
"126","2019-08-09","09:15:12","12:50","92.08",,,
"126","2019-08-09","09:15:12","13:00","91.44",,,
"126","2019-08-09","09:15:12","13:10","90.891",,,
"126","2019-08-09","09:15:12","13:20","89.855",,,
"126","2019-08-09","09:15:12","13:30","89.093",,,
"126","2019-08-09","09:15:12","13:40","88.453",,,
"126","2019-08-09","09:15:12","13:50","87.904",,,
"126","2019-08-09","09:15:12","14:00","87.264","25.556",,
"126","2019-08-09","09:15:12","14:10","86.594",,,
"126","2019-08-09","09:15:12","14:20","85.923",,,
"126","2019-08-09","09:15:12","14:30","84.704",,,
"126","2019-08-09","09:15:12","14:40","83.729",,,
"126","2019-08-09","09:15:12","14:50","82.723",,,
"126","2019-08-09","09:15:12","15:00","81.808",,,
"126","2019-08-09","09:15:12","15:10","81.077",,,
"126","2019-08-09","09:15:12","15:20","80.223",,,
"126","2019-08-09","09:15:12","15:30","79.461",,,
"126","2019-08-09","09:15:12","15:40","78.486",,,
"126","2019-08-09","09:15:12","15:50","77.663",,,
"126","2019-08-09","09:15:12","16:00","76.474",,,
"126","2019-08-09","09:15:12","16:10","75.59",,,
"126","2019-08-09","09:15:12","16:20","74.554",,,
"126","2019-08-09","09:15:12","16:30","73.975",,,
"126","2019-08-09","09:15:12","16:40","72.969",,,
"126","2019-08-09","09:15:12","16:50","72.451",,,
"126","2019-08-09","09:15:12","17:00","71.445",,,
"126","2019-08-09","09:15:12","17:10","70.744",,,
"126","2019-08-09","09:15:12","17:20","69.952",,,
"126","2019-08-09","09:15:12","17:30","68.885",,,
"126","2019-08-09","09:15:12","17:40","67.909",,,
"126","2019-08-09","09:15:12","17:50","66.782",,,
"126","2019-08-09","09:15:12","18:00","65.867",,,
"126","2019-08-09","09:15:12","18:10","64.983",,,
"126","2019-08-09","09:15:12","18:20","64.099",,,
"126","2019-08-09","09:15:12","18:30","63.033",,,
"126","2019-08-09","09:15:12","18:40","62.088",,,
"126","2019-08-09","09:15:12","18:50","60.777",,,
"126","2019-08-09","09:15:12","19:00","60.137",,,
"126","2019-08-09","09:15:12","19:10","59.375",,,
"126","2019-08-09","09:15:12","19:20","57.79",,,
"126","2019-08-09","09:15:12","19:30","56.967",,,
"126","2019-08-09","09:15:12","19:40","55.809",,,
"126","2019-08-09","09:15:12","19:50","54.681",,,
"126","2019-08-09","09:15:12","20:00","53.706",,,
"126","2019-08-09","09:15:12","20:10","52.639",,,
"126","2019-08-09","09:15:12","20:20","51.42",,,
"126","2019-08-09","09:15:12","20:30","51.115",,,
"126","2019-08-09","09:15:12","20:40","50.688","26.111",,
"126","2019-08-09","09:15:12","20:50","49.957",,,
"126","2019-08-09","09:15:12","21:00","49.439",,,
"126","2019-08-09","09:15:12","21:10","48.585",,,
"126","2019-08-09","09:15:12","21:20","47.915",,,
"126","2019-08-09","09:15:12","21:30","46.695",,,
"126","2019-08-09","09:15:12","21:40","46.238",,,
"126","2019-08-09","09:15:12","21:50","46.543",,,
"126","2019-08-09","09:15:12","22:00","46.36",,,
"126","2019-08-09","09:15:12","22:10","46.482",,,
"126","2019-08-09","09:15:12","22:20","46.452",,,
"126","2019-08-09","09:15:12","22:30","46.269",,,
"126","2019-08-09","09:15:12","22:40","46.391",,,
"126","2019-08-09","09:15:12","22:50","47",,,
"126","2019-08-09","09:15:12","23:00","46.939",,,
"126","2019-08-09","09:15:12","23:10","46.726",,,
"126","2019-08-09","09:15:12","23:20","46.787",,,
"126","2019-08-09","09:15:12","23:30","46.97",,,
"126","2019-08-09","09:15:12","23:40","46.634",,,
"126","2019-08-09","09:15:12","23:50","46.756",,,
"126","2019-08-09","09:15:12","24:00","46.817",,,
"126","2019-08-09","09:15:12","24:10","46.817",,,
"126","2019-08-09","09:15:12","24:20","46.421",,,
"126","2019-08-09","09:15:12","24:30","45.933",,,
"126","2019-08-09","09:15:12","24:40","45.171","26.667",,
"126","2019-08-09","09:15:12","24:50","44.531",,,
"126","2019-08-09","09:15:12","25:00","43.678",,,
"126","2019-08-09","09:15:12","25:10","42.855",,,
"126","2019-08-09","09:15:12","25:20","41.514",,,
"126","2019-08-09","09:15:12","25:30","41.148",,,
"126","2019-08-09","09:15:12","25:40","39.837",,,
"126","2019-08-09","09:15:12","25:50","38.984",,,
"126","2019-08-09","09:15:12","26:00","38.13",,,
"126","2019-08-09","09:15:12","26:10","37.429",,,
"126","2019-08-09","09:15:12","26:20","36.088",,,
"126","2019-08-09","09:15:12","26:30","35.448",,,
"126","2019-08-09","09:15:12","26:40","34.473",,,
"126","2019-08-09","09:15:12","26:50","33.589",,,
"126","2019-08-09","09:15:12","27:00","32.796",,,
"126","2019-08-09","09:15:12","27:10","32.614",,,
"126","2019-08-09","09:15:12","27:20","32.217",,,
"126","2019-08-09","09:15:12","27:30","32.126",,,
"126","2019-08-09","09:15:12","27:40","32.095",,,
"126","2019-08-09","09:15:12","27:50","31.791",,,
"126","2019-08-09","09:15:12","28:00","31.181",,,
"126","2019-08-09","09:15:12","28:10","30.754",,,
"126","2019-08-09","09:15:12","28:20","30.419",,,
"126","2019-08-09","09:15:12","28:30","29.87",,,
"126","2019-08-09","09:15:12","28:40","30.206",,,
"126","2019-08-09","09:15:12","28:50","30.328",,,
"126","2019-08-09","09:15:12","29:00","30.114",,,
"126","2019-08-09","09:15:12","29:10","29.627",,,
"126","2019-08-09","09:15:12","29:20","29.748","27.222",,
"126","2019-08-09","09:15:12","29:30","29.84",,,
"126","2019-08-09","09:15:12","29:40","29.108",,,
"126","2019-08-09","09:15:12","29:50","29.139",,,
"126","2019-08-09","09:15:12","30:00","28.59",,,
"126","2019-08-09","09:15:12","30:10","27.554",,,
"126","2019-08-09","09:15:12","30:20","27.462",,,
"126","2019-08-09","09:15:12","30:30","26.67",,,
"126","2019-08-09","09:15:12","30:40","25.786",,,
"126","2019-08-09","09:15:12","30:50","26.03",,,
"126","2019-08-09","09:15:12","31:00","25.817",,,
"126","2019-08-09","09:15:12","31:10","25.786",,,
"126","2019-08-09","09:15:12","31:20","25.603",,,
"126","2019-08-09","09:15:12","31:30","26.304",,,
"126","2019-08-09","09:15:12","31:40","25.268",,,
"126","2019-08-09","09:15:12","31:50","25.359",,,
"126","2019-08-09","09:15:12","32:00","25.725",,,
"126","2019-08-09","09:15:12","32:10","25.39",,,
"126","2019-08-09","09:15:12","32:20","25.634",,,
"126","2019-08-09","09:15:12","32:30","25.542",,,
"126","2019-08-09","09:15:12","32:40","25.298",,,
"126","2019-08-09","09:15:12","32:50","25.116",,,
"126","2019-08-09","09:15:12","33:00","24.567",,,
"126","2019-08-09","09:15:12","33:10","24.445",,,
"126","2019-08-09","09:15:12","33:20","24.049",,,
"126","2019-08-09","09:15:12","33:30","23.988",,,
"126","2019-08-09","09:15:12","33:40","24.293",,,
"126","2019-08-09","09:15:12","33:50","24.414",,,
"126","2019-08-09","09:15:12","34:00","24.567",,,
"126","2019-08-09","09:15:12","34:10","24.567",,,
"126","2019-08-09","09:15:12","34:20","24.963",,,
"126","2019-08-09","09:15:12","34:30","24.78",,,
"126","2019-08-09","09:15:12","34:40","24.597",,,
"126","2019-08-09","09:15:12","34:50","24.445",,,
"126","2019-08-09","09:15:12","35:00","24.628",,,
"126","2019-08-09","09:15:12","35:10","24.414",,,
"126","2019-08-09","09:15:12","35:20","24.262",,,
"126","2019-08-09","09:15:12","35:30","24.171",,,
"126","2019-08-09","09:15:12","35:40","24.079",,,
"126","2019-08-09","09:15:12","35:50","24.171",,,
"126","2019-08-09","09:15:12","36:00","23.378",,,
"126","2019-08-09","09:15:12","36:10","22.951",,,
"126","2019-08-09","09:15:12","36:20","22.921",,,
"126","2019-08-09","09:15:12","36:30","21.976",,,
"126","2019-08-09","09:15:12","36:40","21.854",,,
"126","2019-08-09","09:15:12","36:50","22.189",,,
"126","2019-08-09","09:15:12","37:00","21.885",,,
"126","2019-08-09","09:15:12","37:10","22.22",,,
"126","2019-08-09","09:15:12","37:20","21.854",,,
"126","2019-08-09","09:15:12","37:30","21.184",,,
"126","2019-08-09","09:15:12","37:40","21.366",,,
"126","2019-08-09","09:15:12","37:50","21.458",,,
"126","2019-08-09","09:15:12","38:00","21.824",,,
"126","2019-08-09","09:15:12","38:10","21.946",,,
"126","2019-08-09","09:15:12","38:20","22.037",,,
"126","2019-08-09","09:15:12","38:30","22.25",,,
"126","2019-08-09","09:15:12","38:40","22.342",,,
"126","2019-08-09","09:15:12","38:50","22.433",,,
"126","2019-08-09","09:15:12","39:00","22.464",,,
"126","2019-08-09","09:15:12","39:10","22.403",,,
"126","2019-08-09","09:15:12","39:20","21.61",,,
"126","2019-08-09","09:15:12","39:30","21.61",,,
"126","2019-08-09","09:15:12","39:40","21.366",,,
"126","2019-08-09","09:15:12","39:50","21.184",,,
"126","2019-08-09","09:15:12","40:00","21.519",,,
"126","2019-08-09","09:15:12","40:10","20.787",,,
"126","2019-08-09","09:15:12","40:20","20.696",,,
"126","2019-08-09","09:15:12","40:30","20.422",,,
"126","2019-08-09","09:15:12","40:40","19.782",,,
"126","2019-08-09","09:15:12","40:50","19.507",,,
"126","2019-08-09","09:15:12","41:00","19.141",,,
"126","2019-08-09","09:15:12","41:10","18.318",,,
"126","2019-08-09","09:15:12","41:20","18.105","27.778",,
"126","2019-08-09","09:15:12","41:30","18.349",,,
