"dive number","date","time","sample time (min)","sample depth (m)","sample temperature (C)","sample pressure (bar)","sample heartrate"
"124","2019-08-06","12:43:19","83:20","4.846",,,
"124","2019-08-06","12:43:19","83:30","4.694",,,
"124","2019-08-06","12:43:19","83:40","4.877",,,
"124","2019-08-06","12:43:19","83:50","5.182",,,
"124","2019-08-06","12:43:19","84:00","4.724",,,
"124","2019-08-06","12:43:19","84:10","4.145",,,
"124","2019-08-06","12:43:19","84:20","4.359",,,
"124","2019-08-06","12:43:19","84:30","4.298",,,
"124","2019-08-06","12:43:19","84:40","4.084",,,
"124","2019-08-06","12:43:19","84:50","4.328",,,
"124","2019-08-06","12:43:19","85:00","4.328",,,
"124","2019-08-06","12:43:19","85:10","4.633",,,
"124","2019-08-06","12:43:19","85:20","4.816",,,
"124","2019-08-06","12:43:19","85:30","5.121",,,
"124","2019-08-06","12:43:19","85:40","4.206",,,
"124","2019-08-06","12:43:19","85:50","4.054",,,
"124","2019-08-06","12:43:19","86:00","3.962",,,
"124","2019-08-06","12:43:19","86:10","4.206",,,
"124","2019-08-06","12:43:19","86:20","4.633",,,
"124","2019-08-06","12:43:19","86:30","4.846",,,
"124","2019-08-06","12:43:19","86:40","4.785",,,
"124","2019-08-06","12:43:19","86:50","3.81",,,
"124","2019-08-06","12:43:19","87:00","3.353",,,
"124","2019-08-06","12:43:19","87:10","3.414",,,
"124","2019-08-06","12:43:19","87:20","3.932",,,
"124","2019-08-06","12:43:19","87:30","4.267",,,
"124","2019-08-06","12:43:19","87:40","4.176",,,
"124","2019-08-06","12:43:19","87:50","3.962",,,
"124","2019-08-06","12:43:19","88:00","3.627",,,
"124","2019-08-06","12:43:19","88:10","3.719",,,
"124","2019-08-06","12:43:19","88:20","4.267",,,
"124","2019-08-06","12:43:19","88:30","4.633",,,
"124","2019-08-06","12:43:19","88:40","4.328",,,
"124","2019-08-06","12:43:19","88:50","4.176",,,
"124","2019-08-06","12:43:19","89:00","4.572",,,
"124","2019-08-06","12:43:19","89:10","4.724",,,
"124","2019-08-06","12:43:19","89:20","4.755",,,
"124","2019-08-06","12:43:19","89:30","4.42",,,
"124","2019-08-06","12:43:19","89:40","4.45",,,
"124","2019-08-06","12:43:19","89:50","4.084",,,
"124","2019-08-06","12:43:19","90:00","4.328",,,
"124","2019-08-06","12:43:19","90:10","3.962",,,
"124","2019-08-06","12:43:19","90:20","3.231",,,
"124","2019-08-06","12:43:19","90:30","3.109",,,
"124","2019-08-06","12:43:19","90:40","3.475",,,
"124","2019-08-06","12:43:19","90:50","4.054",,,
"124","2019-08-06","12:43:19","91:00","4.785",,,
"124","2019-08-06","12:43:19","91:10","4.755",,,
"124","2019-08-06","12:43:19","91:20","4.45",,,
"124","2019-08-06","12:43:19","91:30","4.054",,,
"124","2019-08-06","12:43:19","91:40","3.993",,,
"124","2019-08-06","12:43:19","91:50","4.023",,,
"124","2019-08-06","12:43:19","92:00","3.17",,,
"124","2019-08-06","12:43:19","92:10","2.713",,,
"124","2019-08-06","12:43:19","92:20","2.56",,,
"124","2019-08-06","12:43:19","92:30","3.536",,,
"124","2019-08-06","12:43:19","92:40","3.17",,,
"124","2019-08-06","12:43:19","92:50","3.536",,,
"124","2019-08-06","12:43:19","93:00","2.865","27.778",,
"124","2019-08-06","12:43:19","93:10","3.536",,,
"124","2019-08-06","12:43:19","93:20","2.774","28.333",,
"124","2019-08-06","12:43:19","93:30","2.347",,,
"124","2019-08-06","12:43:19","93:40","2.408","27.778",,
"124","2019-08-06","12:43:19","93:50","1.89","28.333",,
"124","2019-08-06","12:43:19","94:00","1.859","27.778",,
"124","2019-08-06","12:43:19","94:10","0","28.333",,
"124","2019-08-06","12:43:19","94:20","0",,,
"124","2019-08-06","12:43:19","94:30","0",,,
"124","2019-08-06","12:43:19","94:40","0",,,
"124","2019-08-06","12:43:19","94:50","0",,,
"124","2019-08-06","12:43:19","95:00","0",,,
"125","2019-08-07","09:58:13","0:00","7.163","33.889",,
"125","2019-08-07","09:58:13","0:10","11.064",,,
"125","2019-08-07","09:58:13","0:20","14.752","33.333",,
"125","2019-08-07","09:58:13","0:30","18.623",,,
"125","2019-08-07","09:58:13","0:40","22.708",,,
"125","2019-08-07","09:58:13","0:50","27.036",,,
"125","2019-08-07","09:58:13","1:00","31.333","32.778",,
"125","2019-08-07","09:58:13","1:10","36.058",,,
"125","2019-08-07","09:58:13","1:20","40.356",,,
"125","2019-08-07","09:58:13","1:30","44.135",,,
"125","2019-08-07","09:58:13","1:40","47.762","32.222",,
"125","2019-08-07","09:58:13","1:50","50.262",,,
"125","2019-08-07","09:58:13","2:00","52.7",,,
"125","2019-08-07","09:58:13","2:10","55.169","31.667",,
"125","2019-08-07","09:58:13","2:20","57.059",,,
"125","2019-08-07","09:58:13","2:30","59.009",,,
"125","2019-08-07","09:58:13","2:40","60.32","31.111",,
"125","2019-08-07","09:58:13","2:50","61.6",,,
"125","2019-08-07","09:58:13","3:00","63.398",,,
"125","2019-08-07","09:58:13","3:10","65.136","30.556",,
"125","2019-08-07","09:58:13","3:20","66.721",,,
"125","2019-08-07","09:58:13","3:30","68.489",,,
"125","2019-08-07","09:58:13","3:40","70.378",,,
"125","2019-08-07","09:58:13","3:50","72.085","30.0",,
"125","2019-08-07","09:58:13","4:00","73.609",,,
"125","2019-08-07","09:58:13","4:10","75.164",,,
"125","2019-08-07","09:58:13","4:20","77.023","29.444",,
"125","2019-08-07","09:58:13","4:30","78.821",,,
"125","2019-08-07","09:58:13","4:40","80.589",,,
"125","2019-08-07","09:58:13","4:50","82.296",,,
"125","2019-08-07","09:58:13","5:00","84.277","28.889",,
"125","2019-08-07","09:58:13","5:10","86.167",,,
"125","2019-08-07","09:58:13","5:20","87.691",,,
"125","2019-08-07","09:58:13","5:30","89.063",,,
"125","2019-08-07","09:58:13","5:40","89.946",,,
"125","2019-08-07","09:58:13","5:50","90.769","28.333",,
"125","2019-08-07","09:58:13","6:00","91.013",,,
"125","2019-08-07","09:58:13","6:10","91.135",,,
"125","2019-08-07","09:58:13","6:20","91.227",,,
"125","2019-08-07","09:58:13","6:30","91.806",,,
"125","2019-08-07","09:58:13","6:40","91.928","27.778",,
"125","2019-08-07","09:58:13","6:50","92.05",,,
"125","2019-08-07","09:58:13","7:00","92.507",,,
"125","2019-08-07","09:58:13","7:10","92.598",,,
"125","2019-08-07","09:58:13","7:20","92.598","27.222",,
"125","2019-08-07","09:58:13","7:30","92.629",,,
"125","2019-08-07","09:58:13","7:40","92.263",,,
"125","2019-08-07","09:58:13","7:50","92.172",,,
"125","2019-08-07","09:58:13","8:00","91.745",,,
"125","2019-08-07","09:58:13","8:10","91.318",,,
"125","2019-08-07","09:58:13","8:20","90.556",,,
"125","2019-08-07","09:58:13","8:30","90.16","26.667",,
"125","2019-08-07","09:58:13","8:40","89.611",,,
"125","2019-08-07","09:58:13","8:50","88.941",,,
"125","2019-08-07","09:58:13","9:00","87.996",,,
"125","2019-08-07","09:58:13","9:10","87.142",,,
"125","2019-08-07","09:58:13","9:20","86.655",,,
"125","2019-08-07","09:58:13","9:30","85.923",,,
"125","2019-08-07","09:58:13","9:40","85.527",,,
"125","2019-08-07","09:58:13","9:50","84.734",,,
"125","2019-08-07","09:58:13","10:00","84.338",,,
"125","2019-08-07","09:58:13","10:10","83.485","26.111",,
"125","2019-08-07","09:58:13","10:20","82.784",,,
"125","2019-08-07","09:58:13","10:30","82.022",,,
"125","2019-08-07","09:58:13","10:40","81.686",,,
"125","2019-08-07","09:58:13","10:50","80.955",,,
"125","2019-08-07","09:58:13","11:00","80.559",,,
"125","2019-08-07","09:58:13","11:10","79.949",,,
"125","2019-08-07","09:58:13","11:20","79.278",,,
"125","2019-08-07","09:58:13","11:30","77.998",,,
"125","2019-08-07","09:58:13","11:40","77.663",,,
"125","2019-08-07","09:58:13","11:50","76.749",,,
"125","2019-08-07","09:58:13","12:00","76.048",,,
"125","2019-08-07","09:58:13","12:10","75.773",,,
"125","2019-08-07","09:58:13","12:20","75.408",,,
"125","2019-08-07","09:58:13","12:30","74.493",,,
"125","2019-08-07","09:58:13","12:40","73.67",,,
"125","2019-08-07","09:58:13","12:50","72.786",,,
"125","2019-08-07","09:58:13","13:00","72.268",,,
"125","2019-08-07","09:58:13","13:10","71.384",,,
"125","2019-08-07","09:58:13","13:20","70.653",,,
"125","2019-08-07","09:58:13","13:30","69.982",,,
"125","2019-08-07","09:58:13","13:40","69.312",,,
"125","2019-08-07","09:58:13","13:50","68.58",,,
"125","2019-08-07","09:58:13","14:00","67.97",,,
"125","2019-08-07","09:58:13","14:10","66.965",,,
"125","2019-08-07","09:58:13","14:20","66.385",,,
"125","2019-08-07","09:58:13","14:30","65.959",,,
"125","2019-08-07","09:58:13","14:40","65.38",,,
"125","2019-08-07","09:58:13","14:50","64.77",,,
"125","2019-08-07","09:58:13","15:00","64.557",,,
"125","2019-08-07","09:58:13","15:10","64.069",,,
"125","2019-08-07","09:58:13","15:20","63.185",,,
"125","2019-08-07","09:58:13","15:30","62.393",,,
"125","2019-08-07","09:58:13","15:40","61.844",,,
"125","2019-08-07","09:58:13","15:50","61.661",,,
"125","2019-08-07","09:58:13","16:00","61.539",,,
"125","2019-08-07","09:58:13","16:10","61.234",,,
"125","2019-08-07","09:58:13","16:20","61.57",,,
"125","2019-08-07","09:58:13","16:30","61.539",,,
"125","2019-08-07","09:58:13","16:40","61.356",,,
"125","2019-08-07","09:58:13","16:50","61.692",,,
"125","2019-08-07","09:58:13","17:00","61.631",,,
"125","2019-08-07","09:58:13","17:10","61.417",,,
"125","2019-08-07","09:58:13","17:20","60.96",,,
"125","2019-08-07","09:58:13","17:30","60.259",,,
"125","2019-08-07","09:58:13","17:40","60.289",,,
"125","2019-08-07","09:58:13","17:50","59.619",,,
"125","2019-08-07","09:58:13","18:00","59.04",,,
"125","2019-08-07","09:58:13","18:10","58.369",,,
"125","2019-08-07","09:58:13","18:20","58.003",,,
"125","2019-08-07","09:58:13","18:30","57.424",,,
"125","2019-08-07","09:58:13","18:40","56.815",,,
"125","2019-08-07","09:58:13","18:50","56.205",,,
"125","2019-08-07","09:58:13","19:00","55.535",,,
"125","2019-08-07","09:58:13","19:10","55.321",,,
"125","2019-08-07","09:58:13","19:20","54.773",,,
"125","2019-08-07","09:58:13","19:30","54.437",,,
"125","2019-08-07","09:58:13","19:40","53.828",,,
"125","2019-08-07","09:58:13","19:50","52.791",,,
"125","2019-08-07","09:58:13","20:00","52.029",,,
"125","2019-08-07","09:58:13","20:10","51.298",,,
"125","2019-08-07","09:58:13","20:20","50.688",,,
"125","2019-08-07","09:58:13","20:30","49.743",,,
"125","2019-08-07","09:58:13","20:40","49.012",,,
"125","2019-08-07","09:58:13","20:50","47.976",,,
"125","2019-08-07","09:58:13","21:00","47.366",,,
"125","2019-08-07","09:58:13","21:10","46.97",,,
"125","2019-08-07","09:58:13","21:20","46.634",,,
"125","2019-08-07","09:58:13","21:30","45.537",,,
"125","2019-08-07","09:58:13","21:40","44.531",,,
"125","2019-08-07","09:58:13","21:50","43.556",,,
"125","2019-08-07","09:58:13","22:00","42.367",,,
"125","2019-08-07","09:58:13","22:10","41.453",,,
"125","2019-08-07","09:58:13","22:20","40.203",,,
"125","2019-08-07","09:58:13","22:30","39.411",,,
"125","2019-08-07","09:58:13","22:40","38.984",,,
"125","2019-08-07","09:58:13","22:50","38.009",,,
"125","2019-08-07","09:58:13","23:00","37.094",,,
"125","2019-08-07","09:58:13","23:10","35.966",,,
"125","2019-08-07","09:58:13","23:20","35.57",,,
"125","2019-08-07","09:58:13","23:30","34.961",,,
"125","2019-08-07","09:58:13","23:40","34.077",,,
"125","2019-08-07","09:58:13","23:50","33.772",,,
"125","2019-08-07","09:58:13","24:00","33.345",,,
"125","2019-08-07","09:58:13","24:10","33.01",,,
"125","2019-08-07","09:58:13","24:20","32.705",,,
"125","2019-08-07","09:58:13","24:30","32.461","26.667",,
"125","2019-08-07","09:58:13","24:40","32.705",,,
"125","2019-08-07","09:58:13","24:50","32.675",,,
"125","2019-08-07","09:58:13","25:00","32.248",,,
"125","2019-08-07","09:58:13","25:10","31.76",,,
"125","2019-08-07","09:58:13","25:20","30.785",,,
"125","2019-08-07","09:58:13","25:30","30.693",,,
"125","2019-08-07","09:58:13","25:40","30.632",,,
"125","2019-08-07","09:58:13","25:50","30.541",,,
"125","2019-08-07","09:58:13","26:00","30.876",,,
"125","2019-08-07","09:58:13","26:10","30.724",,,
"125","2019-08-07","09:58:13","26:20","30.815",,,
"125","2019-08-07","09:58:13","26:30","30.846",,,
"125","2019-08-07","09:58:13","26:40","31.12",,,
"125","2019-08-07","09:58:13","26:50","30.663",,,
"125","2019-08-07","09:58:13","27:00","30.663",,,
"125","2019-08-07","09:58:13","27:10","30.571",,,
"125","2019-08-07","09:58:13","27:20","30.51",,,
"125","2019-08-07","09:58:13","27:30","30.785",,,
"125","2019-08-07","09:58:13","27:40","30.724",,,
"125","2019-08-07","09:58:13","27:50","30.876",,,
"125","2019-08-07","09:58:13","28:00","30.724",,,
"125","2019-08-07","09:58:13","28:10","30.968",,,
"125","2019-08-07","09:58:13","28:20","30.724",,,
"125","2019-08-07","09:58:13","28:30","30.45",,,
"125","2019-08-07","09:58:13","28:40","30.023",,,
"125","2019-08-07","09:58:13","28:50","30.419",,,
"125","2019-08-07","09:58:13","29:00","30.267",,,
"125","2019-08-07","09:58:13","29:10","30.297",,,
"125","2019-08-07","09:58:13","29:20","30.419",,,
"125","2019-08-07","09:58:13","29:30","30.267",,,
"125","2019-08-07","09:58:13","29:40","29.688",,,
"125","2019-08-07","09:58:13","29:50","29.383",,,
"125","2019-08-07","09:58:13","30:00","28.986",,,
"125","2019-08-07","09:58:13","30:10","28.316",,,
"125","2019-08-07","09:58:13","30:20","28.194",,,
"125","2019-08-07","09:58:13","30:30","27.737",,,
"125","2019-08-07","09:58:13","30:40","27.28",,,
"125","2019-08-07","09:58:13","30:50","27.371",,,
"125","2019-08-07","09:58:13","31:00","27.219",,,
"125","2019-08-07","09:58:13","31:10","27.249",,,
"125","2019-08-07","09:58:13","31:20","27.219",,,
"125","2019-08-07","09:58:13","31:30","27.341",,,
"125","2019-08-07","09:58:13","31:40","26.944",,,
"125","2019-08-07","09:58:13","31:50","27.31",,,
"125","2019-08-07","09:58:13","32:00","27.188",,,
"125","2019-08-07","09:58:13","32:10","26.822",,,
"125","2019-08-07","09:58:13","32:20","26.365",,,
"125","2019-08-07","09:58:13","32:30","25.908",,,
"125","2019-08-07","09:58:13","32:40","25.237",,,
"125","2019-08-07","09:58:13","32:50","24.78","27.222",,
"125","2019-08-07","09:58:13","33:00","24.414",,,
"125","2019-08-07","09:58:13","33:10","24.201",,,
"125","2019-08-07","09:58:13","33:20","24.079",,,
"125","2019-08-07","09:58:13","33:30","24.414",,,
"125","2019-08-07","09:58:13","33:40","24.414",,,
"125","2019-08-07","09:58:13","33:50","24.293",,,
"125","2019-08-07","09:58:13","34:00","23.927",,,
"125","2019-08-07","09:58:13","34:10","24.079",,,
"125","2019-08-07","09:58:13","34:20","23.988",,,
"125","2019-08-07","09:58:13","34:30","23.683",,,
"125","2019-08-07","09:58:13","34:40","23.439",,,
"125","2019-08-07","09:58:13","34:50","23.409",,,
"125","2019-08-07","09:58:13","35:00","23.226",,,
"125","2019-08-07","09:58:13","35:10","22.342",,,
"125","2019-08-07","09:58:13","35:20","22.007",,,
"125","2019-08-07","09:58:13","35:30","21.641",,,
"125","2019-08-07","09:58:13","35:40","21.397",,,
"125","2019-08-07","09:58:13","35:50","20.848",,,
"125","2019-08-07","09:58:13","36:00","20.787",,,
"125","2019-08-07","09:58:13","36:10","20.94",,,
"125","2019-08-07","09:58:13","36:20","20.879",,,
"125","2019-08-07","09:58:13","36:30","20.665",,,
"125","2019-08-07","09:58:13","36:40","21.001",,,
"125","2019-08-07","09:58:13","36:50","21.001",,,
"125","2019-08-07","09:58:13","37:00","21.031",,,
"125","2019-08-07","09:58:13","37:10","20.94",,,
"125","2019-08-07","09:58:13","37:20","20.635",,,
"125","2019-08-07","09:58:13","37:30","20.757",,,
"125","2019-08-07","09:58:13","37:40","20.818",,,
"125","2019-08-07","09:58:13","37:50","20.726",,,
"125","2019-08-07","09:58:13","38:00","20.635",,,
"125","2019-08-07","09:58:13","38:10","20.635",,,
"125","2019-08-07","09:58:13","38:20","20.574",,,
"125","2019-08-07","09:58:13","38:30","20.604",,,
"125","2019-08-07","09:58:13","38:40","20.665",,,
"125","2019-08-07","09:58:13","38:50","20.361",,,
"125","2019-08-07","09:58:13","39:00","20.635",,,
"125","2019-08-07","09:58:13","39:10","20.422",,,
"125","2019-08-07","09:58:13","39:20","20.147",,,
"125","2019-08-07","09:58:13","39:30","19.66",,,
"125","2019-08-07","09:58:13","39:40","19.05",,,
"125","2019-08-07","09:58:13","39:50","18.501",,,
"125","2019-08-07","09:58:13","40:00","18.318",,,
"125","2019-08-07","09:58:13","40:10","18.379",,,
"125","2019-08-07","09:58:13","40:20","18.41",,,
"125","2019-08-07","09:58:13","40:30","18.197",,,
"125","2019-08-07","09:58:13","40:40","18.105",,,
"125","2019-08-07","09:58:13","40:50","17.953",,,
"125","2019-08-07","09:58:13","41:00","18.105",,,
"125","2019-08-07","09:58:13","41:10","17.922",,,
"125","2019-08-07","09:58:13","41:20","17.861",,,
"125","2019-08-07","09:58:13","41:30","17.587",,,
"125","2019-08-07","09:58:13","41:40","17.191",,,
"125","2019-08-07","09:58:13","41:50","16.855",,,
"125","2019-08-07","09:58:13","42:00","17.282",,,
"125","2019-08-07","09:58:13","42:10","16.977",,,
"125","2019-08-07","09:58:13","42:20","16.581",,,
"125","2019-08-07","09:58:13","42:30","16.581",,,
"125","2019-08-07","09:58:13","42:40","16.855",,,
"125","2019-08-07","09:58:13","42:50","16.825",,,
"125","2019-08-07","09:58:13","43:00","17.008",,,
"125","2019-08-07","09:58:13","43:10","16.734",,,
"125","2019-08-07","09:58:13","43:20","16.794",,,
"125","2019-08-07","09:58:13","43:30","16.642",,,
"125","2019-08-07","09:58:13","43:40","16.185",,,
"125","2019-08-07","09:58:13","43:50","16.49",,,
"125","2019-08-07","09:58:13","44:00","16.551",,,
"125","2019-08-07","09:58:13","44:10","16.185",,,
"125","2019-08-07","09:58:13","44:20","16.032",,,
"125","2019-08-07","09:58:13","44:30","16.002",,,
"125","2019-08-07","09:58:13","44:40","15.88",,,
"125","2019-08-07","09:58:13","44:50","15.88",,,
"125","2019-08-07","09:58:13","45:00","16.063",,,
"125","2019-08-07","09:58:13","45:10","15.789",,,
"125","2019-08-07","09:58:13","45:20","15.758",,,
"125","2019-08-07","09:58:13","45:30","15.728",,,
"125","2019-08-07","09:58:13","45:40","16.063",,,
"125","2019-08-07","09:58:13","45:50","16.124",,,
"125","2019-08-07","09:58:13","46:00","16.276",,,
"125","2019-08-07","09:58:13","46:10","16.215",,,
"125","2019-08-07","09:58:13","46:20","16.276",,,
"125","2019-08-07","09:58:13","46:30","16.124",,,
"125","2019-08-07","09:58:13","46:40","16.093",,,
"125","2019-08-07","09:58:13","46:50","15.758",,,
"125","2019-08-07","09:58:13","47:00","15.85",,,
"125","2019-08-07","09:58:13","47:10","15.85",,,
"125","2019-08-07","09:58:13","47:20","15.972",,,
"125","2019-08-07","09:58:13","47:30","15.789",,,
"125","2019-08-07","09:58:13","47:40","15.728",,,
"125","2019-08-07","09:58:13","47:50","15.575",,,
"125","2019-08-07","09:58:13","48:00","14.966",,,
"125","2019-08-07","09:58:13","48:10","14.417",,,
"125","2019-08-07","09:58:13","48:20","14.387",,,
"125","2019-08-07","09:58:13","48:30","14.387",,,
"125","2019-08-07","09:58:13","48:40","13.686",,,
"125","2019-08-07","09:58:13","48:50","13.411",,,
"125","2019-08-07","09:58:13","49:00","12.375",,,
"125","2019-08-07","09:58:13","49:10","13.015",,,
"125","2019-08-07","09:58:13","49:20","13.137",,,
"125","2019-08-07","09:58:13","49:30","12.802",,,
"125","2019-08-07","09:58:13","49:40","12.741",,,
"125","2019-08-07","09:58:13","49:50","12.527",,,
"125","2019-08-07","09:58:13","50:00","11.979",,,
"125","2019-08-07","09:58:13","50:10","12.101",,,
"125","2019-08-07","09:58:13","50:20","11.979",,,
"125","2019-08-07","09:58:13","50:30","12.314",,,
"125","2019-08-07","09:58:13","50:40","12.314",,,
"125","2019-08-07","09:58:13","50:50","12.192",,,
"125","2019-08-07","09:58:13","51:00","12.558","27.778",,
"125","2019-08-07","09:58:13","51:10","12.771",,,
"125","2019-08-07","09:58:13","51:20","12.375",,,
"125","2019-08-07","09:58:13","51:30","12.253",,,
"125","2019-08-07","09:58:13","51:40","13.106",,,
"125","2019-08-07","09:58:13","51:50","12.04",,,
"125","2019-08-07","09:58:13","52:00","12.771",,,
"125","2019-08-07","09:58:13","52:10","12.832",,,
"125","2019-08-07","09:58:13","52:20","13.015",,,
"125","2019-08-07","09:58:13","52:30","13.106",,,
"125","2019-08-07","09:58:13","52:40","13.503",,,
"125","2019-08-07","09:58:13","52:50","13.015",,,
"125","2019-08-07","09:58:13","53:00","13.32",,,
"125","2019-08-07","09:58:13","53:10","12.832",,,
"125","2019-08-07","09:58:13","53:20","12.863",,,
"125","2019-08-07","09:58:13","53:30","12.619",,,
"125","2019-08-07","09:58:13","53:40","12.649",,,
"125","2019-08-07","09:58:13","53:50","12.466",,,
"125","2019-08-07","09:58:13","54:00","12.741",,,
"125","2019-08-07","09:58:13","54:10","12.588",,,
"125","2019-08-07","09:58:13","54:20","12.375",,,
"125","2019-08-07","09:58:13","54:30","12.405",,,
"125","2019-08-07","09:58:13","54:40","12.283",,,
"125","2019-08-07","09:58:13","54:50","12.436",,,
"125","2019-08-07","09:58:13","55:00","12.07",,,
"125","2019-08-07","09:58:13","55:10","12.192",,,
"125","2019-08-07","09:58:13","55:20","11.735",,,
"125","2019-08-07","09:58:13","55:30","11.796",,,
"125","2019-08-07","09:58:13","55:40","11.43",,,
"125","2019-08-07","09:58:13","55:50","10.82",,,
"125","2019-08-07","09:58:13","56:00","10.698",,,
"125","2019-08-07","09:58:13","56:10","10.79",,,
"125","2019-08-07","09:58:13","56:20","10.546",,,
"125","2019-08-07","09:58:13","56:30","10.302",,,
"125","2019-08-07","09:58:13","56:40","10.119",,,
"125","2019-08-07","09:58:13","56:50","9.632",,,
"125","2019-08-07","09:58:13","57:00","9.632",,,
"125","2019-08-07","09:58:13","57:10","9.723",,,
"125","2019-08-07","09:58:13","57:20","10.089",,,
"125","2019-08-07","09:58:13","57:30","9.997",,,
"125","2019-08-07","09:58:13","57:40","10.363",,,
"125","2019-08-07","09:58:13","57:50","9.936",,,
"125","2019-08-07","09:58:13","58:00","9.936",,,
"125","2019-08-07","09:58:13","58:10","9.876",,,
"125","2019-08-07","09:58:13","58:20","9.815",,,
"125","2019-08-07","09:58:13","58:30","9.51",,,
"125","2019-08-07","09:58:13","58:40","9.723",,,
"125","2019-08-07","09:58:13","58:50","9.754",,,
"125","2019-08-07","09:58:13","59:00","9.601",,,
"125","2019-08-07","09:58:13","59:10","9.662",,,
"125","2019-08-07","09:58:13","59:20","9.418",,,
"125","2019-08-07","09:58:13","59:30","9.449",,,
"125","2019-08-07","09:58:13","59:40","9.662",,,
"125","2019-08-07","09:58:13","59:50","9.723",,,
"125","2019-08-07","09:58:13","60:00","9.754",,,
"125","2019-08-07","09:58:13","60:10","9.662",,,
"125","2019-08-07","09:58:13","60:20","9.662",,,
"125","2019-08-07","09:58:13","60:30","9.51",,,
"125","2019-08-07","09:58:13","60:40","9.784",,,
"125","2019-08-07","09:58:13","60:50","9.936",,,
"125","2019-08-07","09:58:13","61:00","9.936",,,
"125","2019-08-07","09:58:13","61:10","9.876",,,
"125","2019-08-07","09:58:13","61:20","9.936",,,
"125","2019-08-07","09:58:13","61:30","9.845",,,
"125","2019-08-07","09:58:13","61:40","9.693",,,
"125","2019-08-07","09:58:13","61:50","9.693",,,
"125","2019-08-07","09:58:13","62:00","9.693",,,
"125","2019-08-07","09:58:13","62:10","9.723",,,
"125","2019-08-07","09:58:13","62:20","9.632",,,
"125","2019-08-07","09:58:13","62:30","9.632",,,
"125","2019-08-07","09:58:13","62:40","9.815",,,
"125","2019-08-07","09:58:13","62:50","9.693",,,
"125","2019-08-07","09:58:13","63:00","9.632",,,
"125","2019-08-07","09:58:13","63:10","9.632",,,
"125","2019-08-07","09:58:13","63:20","9.693",,,
"125","2019-08-07","09:58:13","63:30","9.936",,,
"125","2019-08-07","09:58:13","63:40","9.845",,,
"125","2019-08-07","09:58:13","63:50","10.028",,,
"125","2019-08-07","09:58:13","64:00","9.601",,,
"125","2019-08-07","09:58:13","64:10","9.845",,,
"125","2019-08-07","09:58:13","64:20","10.15",,,
"125","2019-08-07","09:58:13","64:30","9.967",,,
"125","2019-08-07","09:58:13","64:40","9.418",,,
"125","2019-08-07","09:58:13","64:50","9.845",,,
"125","2019-08-07","09:58:13","65:00","10.119",,,
"125","2019-08-07","09:58:13","65:10","10.119",,,
"125","2019-08-07","09:58:13","65:20","9.997",,,
"125","2019-08-07","09:58:13","65:30","10.18",,,
"125","2019-08-07","09:58:13","65:40","9.997",,,
"125","2019-08-07","09:58:13","65:50","9.936",,,
"125","2019-08-07","09:58:13","66:00","9.876",,,
"125","2019-08-07","09:58:13","66:10","9.906",,,
"125","2019-08-07","09:58:13","66:20","10.119",,,
"125","2019-08-07","09:58:13","66:30","9.936",,,
"125","2019-08-07","09:58:13","66:40","9.906",,,
"125","2019-08-07","09:58:13","66:50","9.997",,,
"125","2019-08-07","09:58:13","67:00","9.997",,,
"125","2019-08-07","09:58:13","67:10","9.571",,,
"125","2019-08-07","09:58:13","67:20","9.388",,,
"125","2019-08-07","09:58:13","67:30","9.54",,,
"125","2019-08-07","09:58:13","67:40","9.693",,,
"125","2019-08-07","09:58:13","67:50","9.723",,,
"125","2019-08-07","09:58:13","68:00","9.571",,,
"125","2019-08-07","09:58:13","68:10","9.327",,,
"125","2019-08-07","09:58:13","68:20","9.418",,,
"125","2019-08-07","09:58:13","68:30","9.083",,,
"125","2019-08-07","09:58:13","68:40","8.87",,,
"125","2019-08-07","09:58:13","68:50","8.778",,,
"125","2019-08-07","09:58:13","69:00","8.839",,,
"125","2019-08-07","09:58:13","69:10","8.321",,,
"125","2019-08-07","09:58:13","69:20","8.23",,,
"125","2019-08-07","09:58:13","69:30","8.352",,,
"125","2019-08-07","09:58:13","69:40","7.925",,,
"125","2019-08-07","09:58:13","69:50","7.315",,,
"125","2019-08-07","09:58:13","70:00","6.614",,,
"125","2019-08-07","09:58:13","70:10","6.279",,,
"125","2019-08-07","09:58:13","70:20","5.944",,,
"125","2019-08-07","09:58:13","70:30","6.218",,,
"125","2019-08-07","09:58:13","70:40","6.431",,,
"125","2019-08-07","09:58:13","70:50","6.309",,,
"125","2019-08-07","09:58:13","71:00","6.37",,,
"125","2019-08-07","09:58:13","71:10","6.431",,,
"125","2019-08-07","09:58:13","71:20","6.34",,,
"125","2019-08-07","09:58:13","71:30","6.309",,,
"125","2019-08-07","09:58:13","71:40","6.187",,,
"125","2019-08-07","09:58:13","71:50","5.852",,,
"125","2019-08-07","09:58:13","72:00","6.157",,,
"125","2019-08-07","09:58:13","72:10","5.913","28.333",,
"125","2019-08-07","09:58:13","72:20","5.974",,,
"125","2019-08-07","09:58:13","72:30","6.066",,,
"125","2019-08-07","09:58:13","72:40","5.852",,,
"125","2019-08-07","09:58:13","72:50","5.669",,,
"125","2019-08-07","09:58:13","73:00","6.279",,,
"125","2019-08-07","09:58:13","73:10","6.035",,,
"125","2019-08-07","09:58:13","73:20","5.883",,,
"125","2019-08-07","09:58:13","73:30","6.187",,,
"125","2019-08-07","09:58:13","73:40","6.187",,,
