domain	kingdom	phylum	class	order	family	genus	species	OTU	id_method	numberOfUnq_BlastHits	B001	B002	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP023	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP032	BMSP033	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Eukaryota	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon laureae	Zotu2085	LCA	1	0	0	0	0	0	0	0	0	0	0	0	5	0	249	0	0	0	0	14	0	0	0	0	11	0	20	0	26	0	0	0	0	0	0	0	76	0	0	0	0
Eukaryota	Metazoa	Porifera	Homoscleromorpha	Homosclerophorida	Oscarellidae	Oscarella	dropped	Zotu2095	LCA	6	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu2100	LCA	3	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	13	0	0	130	0	13	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	12	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu2106	LCA	2	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	36	0	0	93	0	14	0	7	0	3	0	11	21	0	0	0	0	0	0	2	0	4	1	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu2175	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	1	0	37	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Laurencia	Laurencia pacifica	Zotu2221	LCA	2	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu2240	LCA	2	0	0	0	0	0	7	3	16	0	0	0	1	0	0	1	3	19	0	46	4	1	10	5	3	0	9	0	38	0	2	9	18	4	0	0	6	2	1	1	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu2331	LCA	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	21	0	105	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu2361	LCA	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	115	6	0	5	0	0	0	0	0	1	0	4	5	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus pseudattenuatus	Zotu2403	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Phaeophyceae	Ralfsiales	Mesosporaceae	Mesospora	Mesospora indopacifica	Zotu2405	LCA	1	0	0	0	0	0	0	0	57	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	4	0	0	0	0	0	0	49	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	dropped	Zotu2406	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu2417	LCA	2	0	0	0	0	0	0	2	1	0	16	0	11	48	0	0	12	2	0	0	4	0	28	0	5	0	9	0	10	33	0	2	3	0	0	1	3	0	17	1	0
Eukaryota	Metazoa	Echinodermata	Echinoidea	Cidaroida	Cidaridae	Eucidaris	Eucidaris metularia	Zotu2425	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	2	0	0	0	0	0	0	29	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	Zotu2498	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	309	0	0
Eukaryota			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum micans	Zotu2504	LCA	2	0	0	0	0	0	0	0	2	0	0	0	1	0	148	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Axinellida	Raspailiidae	Lithoplocamia	Lithoplocamia lithistoides	Zotu2555	LCA	1	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae		uncultured Kareniaceae	Zotu2600	LCA	1	0	0	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	3	0	0	0	0	0	1	0	3	1	0	0	4	0	76	1	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae		uncultured Kareniaceae	Zotu2645	LCA	1	0	0	0	0	17	2	0	1	0	2	0	1	0	0	0	2	72	0	3	0	1	6	0	10	0	0	0	0	12	8	2	0	1	0	0	0	0	5	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Suberitida	dropped	dropped	dropped	Zotu2699	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Tetractinellida	Theonellidae	dropped	dropped	Zotu2800	LCA	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99	0	0	0	8	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu2816	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	5	8	13	0	0	0	6	6	2	0	0	0	0	0	17	0	57	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Poecilosclerida	Crambeidae	Monanchora	dropped	Zotu2822	LCA	5	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae		uncultured Kareniaceae	Zotu2875	LCA	1	0	0	1	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	15	32	3	5	26	7	0	0	5	0	1	6	0	0	0	0	15	1	0	1	0	0
Eukaryota		Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	Zotu2884	LCA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Dasycladales	Polyphysaceae	Acetabularia	Acetabularia caliculus	Zotu2887	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Lucicutiidae	Lucicutia	Lucicutia flavicornis	Zotu2927	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae		uncultured Kareniaceae	Zotu2939	LCA	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	41	0	0	0	1	0	0	7	1	11	0	0	1	13	0	8	1	0	2	0	1	1	4	4	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu2942	LCA	1	0	0	0	0	13	0	0	15	0	0	0	0	1	0	0	4	2	0	1	3	4	4	0	1	0	4	46	0	0	4	2	0	1	0	0	0	0	34	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu2944	LCA	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Echinometridae	Colobocentrotus	Colobocentrotus atratus	Zotu2953	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu3048	LCA	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	63	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0
Eukaryota		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	Zotu3081	LCA	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	46	0	0	0	0	0	0	46	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu3110	LCA	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Herposiphonia	Herposiphonia sparsa	Zotu3139	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus minor	Zotu3141	LCA	1	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Echinometridae	Echinometra	Echinometra mathaei	Zotu3189	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	4	0	0	0	0	0	51	0
Bacteria		Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39	Zotu3244	LCA	1	0	0	0	0	0	3	1	2	5	1	0	0	0	0	0	12	0	0	1	0	2	8	4	0	0	0	0	6	8	4	1	0	3	0	0	2	0	26	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Chondrillida	Chondrillidae	Thymosiopsis	Thymosiopsis conglomerans	Zotu3255	LCA	1	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu3345	LCA	1	0	0	23	0	0	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	0	2	0	0	1	0	60	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu3373	LCA	6	0	0	0	0	0	6	0	2	116	0	0	4	0	0	0	0	0	0	0	1	10	1	1	5	0	3	0	0	4	3	5	0	0	0	0	3	0	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus thompsoni	Zotu3403	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	56	0	0	31	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu3422	LCA	2	0	0	77	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	14	0	1	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae		uncultured Kareniaceae	Zotu3438	LCA	1	0	0	31	0	0	0	0	0	0	0	0	27	0	0	0	0	29	0	0	0	0	0	0	3	0	2	0	1	0	0	4	0	1	0	0	2	0	0	0	0
Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Amphilepidida	Ophionereidae	Ophionereis	Ophionereis degeneri	Zotu3441	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus minor	Zotu3497	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu3550	LCA	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	29	3	0	0	0	0	0	2	16	7	18	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	Zotu3604	LCA	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	67	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Tetractinellida	Geodiidae	Caminella	dropped	Zotu3607	LCA	2	0	0	0	0	0	0	0	44	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu3683	LCA	2	0	0	0	0	0	0	0	3	8	0	0	10	12	0	0	0	0	0	0	0	3	3	1	11	0	2	0	5	4	0	0	0	0	0	0	0	0	16	0	0
Bacteria		Cyanobacteria					uncultured cyanobacterium	Zotu3685	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	4	0	95	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu3707	LCA	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	24	2	1	0	0	5	0	3	10	5	9	0	1	3	0	0	0	6	2	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Ctenochaetus	dropped	Zotu3716	LCA	2	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu3755	LCA	2	0	0	0	0	0	1	62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Cercozoa	Chlorarachniophyceae			Bigelowiella	Bigelowiella natans	Zotu3769	LCA	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	2	0	21	0	9	0	0	0	11	0	0	2	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum micans	Zotu3778	LCA	2	0	0	0	0	11	0	4	1	0	0	0	2	0	0	0	7	0	0	0	0	2	6	0	4	0	0	0	19	0	11	1	0	0	0	0	0	21	10	0	0
Eukaryota		Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Chondria	Chondria sp. ARS-2010	Zotu3779	LCA	1	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	25	0	0	21	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera					Porifera sp. HAW02	Zotu3907	LCA	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Eukaryota			Phaeophyceae	Ralfsiales	Neoralfsiaceae	Neoralfsia	Neoralfsia expansa	Zotu3969	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	30	0	0	0	0	0	5	0	1	0	0	0	0	0	18	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae	dropped	dropped	Zotu3976	LCA	3	0	0	3	48	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	3	2	2	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae		uncultured Kareniaceae	Zotu3997	LCA	1	0	0	0	0	0	28	0	0	0	0	0	1	0	0	0	1	0	0	1	1	3	1	0	0	0	2	0	0	1	0	1	4	8	0	1	0	1	4	4	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu4134	LCA	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	2	0	0	0	0	9	0	3	0	0	0	0	0	0	0
Eukaryota	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides	Zotu4165	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus leucopareius	Zotu4172	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Chondria	Chondria sp. ARS-2010	Zotu4186	LCA	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus thompsoni	Zotu4250	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Sipuncula		Aspidosiphonidormes	Aspidosiphonidae	Aspidosiphon	Aspidosiphon laevis	Zotu4336	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu4410	LCA	1	0	0	0	0	0	0	21	2	0	0	0	0	0	0	0	22	0	0	0	0	1	1	0	2	0	0	0	4	0	9	0	2	0	0	0	2	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu4427	LCA	5	0	0	0	0	0	0	0	1	0	1	0	2	10	0	0	0	3	0	0	0	0	3	0	2	0	0	0	1	0	0	1	36	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytilida	Mytilidae	Leiosolenus	Leiosolenus sp. HAW02	Zotu4552	LCA	1	0	0	0	0	0	0	0	12	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Polymastiida			Polymastiida sp. KY090	Zotu4588	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	24	0	5	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	Zotu4657	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	77	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae		uncultured Kareniaceae	Zotu4709	LCA	1	0	0	0	0	0	18	1	2	0	4	0	1	0	0	0	1	0	0	0	0	0	0	1	10	0	1	0	2	0	9	0	0	1	0	0	0	0	0	0	0
Eukaryota	Metazoa	Sipuncula		Aspidosiphonidormes	Aspidosiphonidae	Aspidosiphon	Aspidosiphon albus	Zotu4721	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Insecta	Hemiptera	Belostomatidae	Appasus	Appasus major	Zotu4774	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	3	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu4782	LCA	3	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	1	1	0	0	0	2	0	1	0	0	0	0	0	0	1	4	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	dropped	Zotu4830	LCA	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta	Eunicida	Eunicidae	Eunice	Eunice afra	Zotu4883	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	28	0	32	1	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu4885	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Echinodermata	Asteroidea	Spinulosida	Mithrodiidae	Mithrodia	Mithrodia bradleyi	Zotu4908	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Gelidiales	Gelidiellaceae	Gelidiella	Gelidiella sp. GHB-2016a	Zotu4997	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia	Ascidia ahodori	Zotu5128	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
Eukaryota	Metazoa	Cnidaria	Anthozoa	Antipatharia	Antipathidae	dropped	dropped	Zotu5160	LCA	8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0
Eukaryota			Phaeophyceae	Ectocarpales	Scytosiphonaceae	Hydroclathrus	Hydroclathrus clathratus	Zotu5168	LCA	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus furcatus	Zotu5193	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Eukaryota			Phaeophyceae	Ralfsiales	Mesosporaceae	Mesospora	Mesospora indopacifica	Zotu5298	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				uncultured dinoflagellate	Zotu5303	LCA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	1	0	1	0	4	0	8	1	2	0	1	0	0	0	0	0	0	0	2	0	0
Eukaryota	Metazoa	Chordata	Actinopteri		Pomacentridae	Chromis	Chromis agilis	Zotu5355	LCA	1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	dropped	Zotu5448	LCA	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	12	0	0	5	0	1	5	13	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota	Viridiplantae	Chlorophyta			Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	Zotu5459	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0
Eukaryota		Rhodophyta	Florideophyceae	Gelidiales	Pterocladiaceae	Pterocladiella	Pterocladiella caerulescens	Zotu5550	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
Eukaryota	Metazoa	Annelida	Polychaeta	Eunicida	Amphinomidae	Pherecardia	dropped	Zotu5614	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp.	Zotu5664	LCA	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	26	0	0	0	0
Eukaryota		Haptophyta		Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa	Zotu5744	LCA	2	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	dropped	dropped	Zotu5799	LCA	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Zebrasoma	dropped	Zotu5898	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	25	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	Zotu5900	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
