domain	kingdom	phylum	class	order	family	genus	species	OTU	id_method	numberOfUnq_BlastHits	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Eukaryota	Metazoa	Mollusca	Bivalvia	Pterioida	Malleidae	Malleus	dropped	Zotu916	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	17	0	102	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu919	LCA	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	8	11	25	0	51	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Haplosclerida	dropped	dropped	dropped	Zotu935	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	20	17	0	4	6	1	18	59	44	3	0	15	3	13	0	0	7	3	0	0	0
Eukaryota							dropped	Zotu948	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	59	0	0	0	0	0	23	0	4	0	0	0	0	0	32	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu966	LCA	5	0	0	0	0	10	86	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	19	0	0	1	0	22	10	5	0	0	0	4	0	0	0	1	3	0	0	0
Eukaryota			Acantharea	Arthracanthida	dropped	dropped	dropped	Zotu980	LCA	5	0	0	0	0	2	0	79	0	1	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Syndiniales			uncultured Syndiniales	Zotu1011	LCA	3	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	4	2	0	39	0	0	0	0	0	1	58	0	5	0	5	0	0	0	0	8	11	0	0	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	dropped	dropped	Zotu1021	LCA	3	0	0	0	0	0	0	0	33	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	9	0	35	3	0	0	0	3	0	0	0
Eukaryota		Haptophyta					Haptophyta environmental samples	Zotu1027	LCA	3	0	0	0	0	0	0	0	0	5	0	0	35	0	13	0	0	0	13	22	0	32	3	0	1	3	0	0	4	0	5	0	11	0	3	0	0	5	24	0	15	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	dropped	dropped	Zotu1030	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	29	38	0	2	0	27	2	14	0	0	2	6	0	0	0
Eukaryota			Acantharea	Chaunacanthida	Stauraconidae	Heteracon	Heteracon biformis	Zotu1035	LCA	3	0	0	0	0	13	0	0	0	0	0	0	0	0	24	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	29	0	10	0	0	0	0
Eukaryota	Metazoa	Chordata	Thaliacea	dropped	dropped	dropped	dropped	Zotu1060	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	38	0	0	80	4	53	0	0	0	0	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Syllidae	dropped	dropped	Zotu1061	LCA	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	Tetractinellida	dropped	dropped	dropped	Zotu1077	LCA	10	0	0	0	0	9	0	22	0	0	17	0	40	0	0	1	0	0	25	5	0	0	0	5	0	1	16	0	0	4	0	0	4	0	3	0	0	0	0	0	13	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	dropped	dropped	Zotu1078	LCA	3	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	17	18	0	0	33	7	0	0	0	0	0	2	0	0	0
Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Rhiniidae	Stegosoma	Stegosoma magnum	Zotu1117	LCA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	18	0	0	52	0	0	0	0
Eukaryota	Metazoa	Chordata	Thaliacea	dropped	dropped	dropped	dropped	Zotu1126	LCA	5	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	56	0	0	0	1	0	0	0
Eukaryota			Acantharea	Arthracanthida	dropped	dropped	dropped	Zotu1136	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	74	0	0	0	0	20	8	0	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0
Eukaryota			Acantharea			dropped	dropped	Zotu1137	LCA	4	0	0	0	0	1	0	0	0	0	0	0	0	0	51	126	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Blastodiniales		Blastodinium	dropped	Zotu1151	LCA	3	0	0	0	0	4	0	3	0	0	0	1	0	0	10	0	28	1	1	0	0	6	14	1	0	0	0	19	9	30	0	0	0	1	0	0	0	1	1	0	0	0
Eukaryota	Metazoa	Nematoda	Chromadorea	Desmodorida	Draconematidae	dropped	dropped	Zotu1157	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae				Dinoflagellata sp. DF5	Zotu1161	LCA	3	0	0	0	0	0	0	0	0	0	15	5	0	0	32	1	61	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0
Eukaryota			Acantharea	Arthracanthida	dropped	dropped	dropped	Zotu1162	LCA	4	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	dropped	dropped	Zotu1168	LCA	4	0	0	0	0	0	0	51	0	0	0	4	0	0	19	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Polycystinea				uncultured Polycystinea	Zotu1173	LCA	1	0	0	0	0	5	0	0	0	0	0	0	0	0	33	18	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	22	2	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Etheostoma	Etheostoma spectabile	Zotu1182	LCA	1	0	0	0	0	1	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Haptophyta					Haptophyta environmental samples	Zotu1184	LCA	1	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	4	51	0	24	1	0	0	0	0	1	7	0	2	0	11	4	0	0	0	7	25	11	2	0
Eukaryota			Acantharea			dropped	dropped	Zotu1186	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	dropped	dropped	dropped	dropped	Zotu1197	LCA	6	0	0	0	0	0	0	40	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	6	0	4	3	1	2	16	2	0	9	3	0	0	0	0	8	0	3	0
Eukaryota		Ciliophora	Oligohymenophorea	dropped	dropped	dropped	dropped	Zotu1202	LCA	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Eukaryota			Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	Pentapharsodinium tyrrhenicum	Zotu1229	LCA	2	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	18	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu1234	LCA	3	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	dropped	dropped	Zotu1238	LCA	5	0	0	0	0	23	0	0	0	0	12	3	51	0	13	0	0	0	7	27	0	1	19	7	13	8	4	16	1	1	3	0	24	3	6	0	0	5	5	18	0	0
Eukaryota			Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	dropped	Zotu1268	LCA	5	0	0	0	0	0	0	0	0	4	0	12	0	0	7	0	98	0	5	1	0	4	13	4	10	4	1	0	24	12	9	1	0	3	0	0	0	17	11	19	0	0
Eukaryota			Dinophyceae				Dinoflagellata sp. DF5	Zotu1306	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	1	0	0	0	0	46	13	0	0	0	10	0	0	0	3	0	0	0	0	3	0	22	0
Eukaryota			Dinophyceae	dropped	dropped	dropped	dropped	Zotu1309	LCA	8	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0	1	2	0	0	0	0	2	9	8	0	0	0	0	13	4	28	10	0	0	0	5	27	4	0
Eukaryota			Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium bipes	Zotu1318	LCA	3	0	0	0	0	2	0	0	0	3	0	9	0	0	0	0	0	0	0	3	0	0	0	1	15	16	0	0	0	0	0	0	0	0	0	0	0	1	2	39	14	0
Eukaryota		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	dropped	Zotu1343	LCA	8	0	0	0	0	2	22	20	33	248	62	5	468	0	33	10	0	59	76	119	0	21	0	11	24	167	197	16	16	41	0	18	130	51	67	0	0	4	65	360	147	0
Eukaryota			Acantharea	Holacanthida	Acanthochiasmidae	dropped	dropped	Zotu1344	LCA	4	0	0	0	0	4	0	0	0	0	0	0	0	0	35	1	0	0	6	0	0	13	0	21	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Eukaryota			Polycystinea				uncultured Polycystinea	Zotu1372	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	3	63	0	0	0	0	0	0	1	0	6	0	0	0	0
Eukaryota	Fungi	Basidiomycota	dropped	dropped	dropped	dropped	dropped	Zotu1383	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Polycystinea	Nassellaria	Pterocorythidae	dropped	dropped	Zotu1396	LCA	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	0	0	9	0	0	0	0	0	0	28	0	0	0	0
Eukaryota	Metazoa	Nematoda	Chromadorea	Chromadorida	Chromadoridae	Spilophorella	Spilophorella paradoxa	Zotu1400	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Syndiniales			uncultured marine Syndiniales	Zotu1405	LCA	2	0	0	0	0	0	0	0	17	0	0	0	4	0	7	0	0	0	9	16	0	1	0	1	25	0	0	0	0	0	3	0	0	0	0	0	0	0	2	6	8	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu1426	LCA	10	0	0	0	0	1	0	0	2	0	0	0	74	0	1	458	0	0	293	0	0	11	446	3	0	47	0	1	0	0	10	0	8	0	25	454	0	35	0	1	0	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Limoida	Limidae	Limaria	Limaria hians	Zotu1450	LCA	1	0	0	0	0	62	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota							eukaryote clone OLI11032	Zotu1480	LCA	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	62	2	0	0	0	0	0	0	0	15	0	0	0
Eukaryota			Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa circularisquama	Zotu1494	LCA	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	1	0	108	0	0	0	0
Eukaryota			Acantharea	Holacanthida	Acanthochiasmidae	dropped	dropped	Zotu1500	LCA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0
Eukaryota	Metazoa	Nemertea	Enopla	Monostilifera	dropped	dropped	dropped	Zotu1505	LCA	8	0	0	0	0	0	0	0	0	8	0	30	59	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax polygramma	Zotu1525	LCA	2	0	0	0	0	0	0	0	0	0	5	39	0	0	1	0	0	0	2	0	0	0	0	0	0	15	12	0	5	9	0	0	0	3	0	0	0	1	0	8	6	0
Eukaryota							eukaryote clone OLI11027	Zotu1539	LCA	1	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Phaeophyceae	Dictyotales	Dictyotaceae	Lobophora	dropped	Zotu1558	LCA	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	9	73	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
Eukaryota					Colpodellaceae	Colpodella	Colpodella angusta	Zotu1583	LCA	2	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Kowalevskiidae	Kowalevskia	dropped	Zotu1584	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta		Capitellidae	Dasybranchus	dropped	Zotu1587	LCA	2	0	0	0	0	55	0	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida			Calanoida sp. CP7	Zotu1588	LCA	2	0	0	0	0	0	0	542	0	0	8	0	0	0	0	613	0	0	663	5	0	0	0	0	0	0	0	133	0	0	14	268	0	0	56	58	0	0	596	0	0	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	dropped	dropped	Zotu1591	LCA	3	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	4	38	0	0	0	0	0	0	0	0	0
Eukaryota			Acantharea	Arthracanthida	Dorataspididae	dropped	dropped	Zotu1593	LCA	6	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	47	0	0	0	0	0	0
Eukaryota			Polycystinea	Nassellaria	Pterocorythidae	dropped	dropped	Zotu1615	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	1	1	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	dropped	Zotu1625	LCA	7	0	0	0	0	19	0	3	0	0	0	0	3	0	43	19	0	0	0	3	0	0	0	0	0	0	0	3	26	0	2	0	12	47	0	0	0	1	2	1	0	0
Eukaryota			Dinophyceae	Syndiniales	Syndiniaceae	Syndinium	dropped	Zotu1645	LCA	3	0	0	0	0	0	0	0	10	0	3	0	0	0	7	0	0	0	0	0	0	51	3	11	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Kareniaceae	Gertia	Gertia stigmatica	Zotu1653	LCA	4	0	0	0	0	0	101	25	0	2	0	0	0	0	13	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
Eukaryota							eukaryote clone OLI11027	Zotu1666	LCA	1	0	0	0	0	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	dropped	dropped	Zotu1674	LCA	4	0	0	0	0	0	0	0	0	0	0	40	15	0	0	0	0	0	0	1	0	21	4	0	1	1	1	1	0	1	0	0	0	0	6	0	0	1	0	2	0	0
Eukaryota			Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	dropped	Zotu1737	LCA	3	0	0	0	0	0	0	0	0	0	0	24	0	0	6	0	0	0	0	0	0	0	1	0	1	23	5	0	0	0	0	0	2	0	5	0	0	0	1	6	19	0
Eukaryota			Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	dropped	Zotu1755	LCA	2	0	0	0	0	29	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	41	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	4	0	1	4	0
Eukaryota		dropped	dropped	dropped	dropped	dropped	dropped	Zotu1765	LCA	9	0	0	0	0	0	0	0	0	7	0	2	0	0	13	0	0	0	1	0	0	29	9	1	0	1	0	0	0	10	0	10	2	0	0	0	0	6	7	0	14	0
Eukaryota			dropped	dropped	dropped	dropped	dropped	Zotu1796	LCA	4	0	0	0	0	0	0	0	0	0	18	0	16	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	3	0	0	0
Eukaryota	Metazoa	Annelida	Polychaeta				Palpata sp. PO2	Zotu1806	LCA	1	0	0	0	0	45	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Porifera	Demospongiae	dropped	dropped	dropped	dropped	Zotu1815	LCA	2	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	5	1	15	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Eukaryota			Polycystinea	Collodaria	Sphaerozoidae	Collozoum	Collozoum amoeboides	Zotu1830	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Sipuncula		dropped	dropped	dropped	dropped	Zotu1832	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	44	0
Eukaryota			Acantharea	Chaunacanthida	Stauraconidae	Heteracon	Heteracon sp. Ant21	Zotu1833	LCA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	39	0	0	0	0
Eukaryota	Metazoa	Echinodermata	Echinoidea	Diadematoida	Diadematidae	dropped	dropped	Zotu1835	LCA	5	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Amphidiniales	Amphidiniaceae	Amphidinium	dropped	Zotu1836	LCA	2	0	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Eukaryota			Acantharea	dropped	dropped	dropped	dropped	Zotu1858	LCA	7	0	0	0	0	0	0	0	0	0	0	0	7	0	7	3	0	0	7	5	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	9	0	3	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Ulvales	dropped	dropped	dropped	Zotu1864	LCA	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
Eukaryota			Acantharea	Arthracanthida	dropped	dropped	dropped	Zotu1870	LCA	6	0	0	0	0	0	0	0	1	0	0	0	0	0	13	16	0	0	5	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0
Eukaryota			Acantharea	Arthracanthida	Dorataspididae	dropped	dropped	Zotu1879	LCA	5	0	0	0	0	0	0	0	14	1	0	0	6	0	8	7	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	10	0	0	2	7	0	0	0
Eukaryota	Metazoa	Mollusca	Bivalvia	Venerida	Veneridae	dropped	dropped	Zotu1887	LCA	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Eukaryota		Haptophyta					Haptophyta environmental samples	Zotu1902	LCA	3	0	0	0	0	0	1	2	1	1	1	1	3	0	8	2	0	60	9	5	0	9	1	0	6	0	0	8	2	19	0	0	4	4	1	32	0	3	14	3	0	0
Eukaryota			Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	Paragymnodinium asymmetricum	Zotu1903	LCA	2	0	0	0	0	0	0	0	0	0	0	23	8	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	3	0	0
Eukaryota	Metazoa	dropped	dropped	dropped	dropped	dropped	dropped	Zotu1907	LCA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0
Eukaryota		Ciliophora	Nassophorea	Synhymeniida	Orthodonellidae	dropped	dropped	Zotu1934	LCA	9	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	dropped	dropped	dropped	Zotu1958	LCA	3	0	0	0	0	0	0	0	255	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	5	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	dropped	Zotu1995	LCA	8	0	0	0	0	0	0	0	37	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	1	4	6	0	0
Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Labrus	Labrus bergylta	Zotu1997	LCA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Eukaryota	Metazoa	Annelida	Polychaeta	Spionida	Spionidae	dropped	dropped	Zotu2001	LCA	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota			Dinophyceae	Amphidiniales	Amphidiniaceae	Amphidinium	Amphidinium sp. HG114	Zotu2019	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	9	0	0	0	0	0	0	0	0	0
Eukaryota		Apicomplexa	Conoidasida	Eugregarinorida	Lecudinidae	Lankesteria	dropped	Zotu2023	LCA	2	0	0	0	0	0	0	0	0	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	1	0	0	0	0
Eukaryota		Bacillariophyta					uncultured diatom	Zotu2045	LCA	2	0	0	0	0	0	0	0	5	18	0	1	0	0	1	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	5	1	0	0	0	1	1	1	5	0
Eukaryota			Acantharea	dropped	dropped	dropped	dropped	Zotu2073	LCA	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	12	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota		Cercozoa					uncultured Cercozoa	Zotu2102	LCA	2	0	0	0	0	0	0	36	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	dropped	dropped	Zotu2111	LCA	4	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida			Calanoida sp. CP7	Zotu2145	LCA	2	0	0	0	0	0	0	52	0	0	0	0	0	0	0	6	0	0	36	0	0	0	0	0	0	0	0	25	0	0	26	9	0	0	0	16	0	0	0	0	0	0
Eukaryota			Acantharea	Arthracanthida	Dorataspididae	dropped	dropped	Zotu2148	LCA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	4	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Echinodermata	Echinoidea	dropped	dropped	dropped	dropped	Zotu2166	LCA	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	19	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae		Oithonidae sp. DZMB624	Zotu2182	LCA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	17	25	0	0	3	0	0	0	0	0	0	0	0	0
Eukaryota		Ciliophora	Nassophorea	Synhymeniida	dropped	dropped	dropped	Zotu2188	LCA	9	0	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	dropped	Zotu2195	LCA	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
