OTU	B001	B002	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP023	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP032	BMSP033	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu1186	0	0	0	0	0	66	1	0	0	0	0	8	0	0	0	25	59	0	0	0	0	33	41	12	0	5	4	2	4	44	5	0	4	0	0	1	64	0	16	0
Zotu1187	0	0	36	200	0	31	0	0	0	0	0	169	0	0	0	0	0	0	103	0	0	0	0	0	0	2	2	6	0	0	0	0	0	0	5	0	0	0	0	0
Zotu1188	0	0	21	0	0	0	0	1	0	0	0	21	0	0	0	11	0	0	232	0	0	12	37	1	0	1	37	8	0	16	0	0	0	0	0	0	0	0	7	0
Zotu1189	0	0	10	0	0	79	0	15	0	0	0	93	0	0	0	43	1	0	3	3	2	16	0	6	0	32	1	12	0	21	10	57	3	0	2	50	2	0	2	0
Zotu119	0	0	0	0	0	0	387	38	0	223	0	0	0	0	0	25	0	0	0	0	599	16	483	306	0	6	294	7	0	54	0	779	117	0	0	0	0	965	269	0
Zotu1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	360	0	0	0	0	0	0	0	0	0	6	0
Zotu1191	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	120	0	0	0	0	54	11	21	30	0	0	0	28	0	0	61	0	9	0	0	0	1	50	0	0
Zotu1192	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	20	0	0	0	0	0	0	217	2	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0
Zotu1194	0	0	13	2	0	110	45	5	0	3	0	0	0	0	0	1	0	0	0	1	0	39	7	1	0	3	3	7	2	14	4	1	1	0	0	58	4	79	6	0
Zotu1195	0	0	8	149	0	0	0	0	0	0	0	44	172	0	0	0	0	0	25	14	0	0	0	0	0	6	10	5	2	1	0	0	0	0	1	28	0	0	0	0
Zotu1197	0	0	0	0	0	53	0	0	0	0	0	10	118	0	0	1	0	0	79	0	0	0	0	0	0	11	44	1	0	0	0	0	0	0	25	3	48	0	0	0
Zotu1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12	0	0	1261	0	856	0	1	73	0	0	0	1449	0	0	348	676	18	0	4170	1	0	36	2	255	0	1667	4949	234	1732	147	195	0	39	0	4419	5660	131	326	4	1
Zotu120	0	0	33	1847	3	148	23	57	0	38	0	233	0	0	0	404	72	0	11	5	4	104	17	20	0	131	2	58	8	64	67	0	19	0	0	110	1214	46	27	0
Zotu1200	0	0	9	0	0	4	0	9	0	0	0	12	0	0	0	4	3	0	6	30	84	35	10	40	0	24	0	24	13	23	5	2	9	0	4	17	3	4	33	0
Zotu1201	0	0	0	0	0	0	0	15	0	0	0	0	0	0	677	0	0	0	0	0	0	21	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1202	0	0	0	0	0	0	374	1	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1203	0	0	0	0	0	5	0	2	0	0	0	8	0	53	0	1	0	0	51	323	0	3	0	0	0	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu1204	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	63	301	1	0	0	0	5	0	0	0	5	0	0	1	0	0	0	0	0	0	0
Zotu1205	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1206	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	64	0	15	0	5	0	17	6	0	42	0	0	0	0	0	29	0
Zotu1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
Zotu1208	0	0	0	0	128	0	0	1	0	0	0	2	0	0	0	0	6	0	35	0	106	7	0	3	0	2	1	10	0	5	0	3	7	0	55	8	0	0	0	0
Zotu1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0
Zotu121	0	0	0	0	0	0	898	8	0	222	0	0	0	0	0	0	0	0	0	0	0	35	145	231	0	0	0	0	0	140	114	0	137	0	0	0	0	609	1082	0
Zotu1210	0	0	3	0	0	17	0	9	0	42	0	18	5	0	0	39	0	0	3	3	20	4	89	6	0	1	4	19	8	10	5	108	3	0	10	2	5	2	30	0
Zotu1211	0	0	31	0	40	0	33	3	0	4	0	7	0	0	0	11	2	0	0	1	0	11	5	9	0	6	16	13	18	33	3	12	3	0	0	53	24	3	12	0
Zotu1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0
Zotu1214	0	0	1	57	0	0	0	89	0	7	0	29	0	0	2	0	0	0	0	24	0	23	0	49	0	33	0	8	0	13	18	0	12	0	0	1	0	20	0	0
Zotu1216	0	0	71	0	35	2	0	11	0	0	0	40	0	0	0	1	0	0	197	169	1	4	0	0	0	20	3	32	0	0	5	0	0	0	192	66	0	0	0	0
Zotu1217	0	0	1	0	2	91	0	6	0	2	0	5	0	0	0	0	6	0	2	19	0	48	28	28	0	8	0	4	1	28	5	3	16	0	0	24	63	11	2	0
Zotu1219	0	0	12	0	0	26	42	1	0	0	0	9	3	0	0	41	3	0	4	42	0	8	0	6	0	15	29	20	11	13	17	0	0	0	0	34	0	0	73	0
Zotu122	0	0	95	3	328	0	0	314	0	27	0	23	0	0	0	286	72	0	91	0	342	110	785	200	0	68	73	24	148	164	154	0	129	0	8	17	145	236	182	0
Zotu1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0
Zotu1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Zotu1223	0	0	0	2	0	0	10	7	0	0	0	4	0	0	0	0	0	0	32	1	5	46	7	28	0	37	1	22	10	25	26	5	16	0	11	10	30	2	15	0
Zotu1224	0	0	0	0	0	69	0	1	0	0	0	15	0	0	0	28	9	0	0	0	0	0	0	0	0	23	94	2	0	0	0	0	0	0	0	6	0	116	0	0
Zotu1225	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	16	0	1	2	0	0	2	24	0	1	0	0	3	4	364	2	0
Zotu1226	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	57	5	68	0	0	0	0	0	0	0	206	0	0	0	0
Zotu1227	0	0	0	0	0	12	0	3	0	0	0	0	325	0	0	0	0	0	10	7	1	5	1	1	0	3	0	0	2	1	0	0	0	0	0	0	2	2	2	0
Zotu123	0	0	21	1	0	0	1005	72	0	173	0	114	0	0	0	128	29	0	175	72	199	149	136	192	0	58	0	160	90	106	190	154	41	0	0	11	89	262	219	0
Zotu1231	0	0	0	0	0	21	20	0	0	0	0	1	0	0	0	2	0	0	0	0	0	16	18	23	0	3	0	5	9	6	24	0	4	0	35	16	105	0	79	0
Zotu1232	0	0	0	0	0	0	0	8	0	150	0	82	0	0	0	62	0	0	0	0	21	3	85	13	0	3	0	0	0	0	0	0	15	0	0	32	0	0	0	0
Zotu1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	6	0	31	0	252	18	0	0	0	0	0	0	0
Zotu1235	0	0	1	895	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	26	0	0	0	0	0	0	0	34	0	0	0	0
Zotu1236	0	0	1	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	1	1	8	0	11	0	3	0	0	1	4	1	0	2	0	158	17	81	80	3	0
Zotu1237	0	0	60	0	0	13	13	2	0	2	0	3	0	0	3	31	0	0	0	0	8	30	1	41	0	2	12	16	21	17	6	57	7	0	20	1	2	3	28	0
Zotu1240	0	0	2	0	0	0	58	2	0	0	0	24	359	0	0	0	0	0	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	9	0	0	0	0
Zotu1243	0	0	0	0	0	0	183	10	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	36	0	10	0	0	0	0	8	0	1	0	0	0	0	0	0	0
Zotu1244	0	0	108	0	0	0	0	5	0	35	0	0	0	0	0	0	0	0	0	0	144	0	0	9	0	0	0	2	0	1	0	0	6	0	0	0	0	0	56	0
Zotu1246	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	71	35	0	0	0	0	0	12	0	6	17	0	0	0	0	0	64	142	0	0	0	0
Zotu1248	0	0	42	0	0	0	0	1	0	0	0	46	0	0	0	0	0	0	76	54	0	0	0	0	0	3	68	0	0	0	0	0	0	0	92	1	0	0	0	0
Zotu1249	0	0	0	0	341	0	0	2	0	0	0	0	0	0	0	0	0	0	16	0	0	20	0	1	0	0	0	7	0	9	0	2	3	0	0	3	0	0	1	0
Zotu125	0	0	0	0	2480	0	0	2	0	0	0	98	0	0	0	2	5	0	141	0	35	63	0	99	0	65	60	11	103	54	94	0	33	0	0	0	0	457	0	0
Zotu1250	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	197	0	0	0	0	0	4	0	8	0	0	0	0	1	0	24	27	0	0	0	0
Zotu1251	0	0	0	0	0	99	19	27	0	25	0	10	0	0	28	21	34	0	162	14	18	43	11	37	0	30	18	49	12	54	39	6	26	0	1	40	27	24	31	0
Zotu1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	344	0	0	0	0
Zotu1255	0	0	111	0	0	0	0	4	0	0	0	9	0	0	0	33	0	0	57	19	0	0	0	3	0	1	0	6	20	0	1	0	2	0	0	123	0	0	0	0
Zotu1256	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	9	1	14	0	4	145	31	0	44	0	0	13	0	0	0	0	0	0	0
Zotu1258	0	0	2	0	0	1	0	0	2	6	0	29	0	0	0	133	0	0	1	0	0	39	0	72	0	3	0	7	0	15	11	12	9	0	0	30	12	12	19	0
Zotu1259	0	0	0	0	0	238	0	16	0	0	0	3	0	0	0	0	10	0	0	0	0	27	0	2	0	4	0	8	12	1	9	0	13	0	0	0	0	5	140	0
Zotu126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	1	120	0	71	0	0	0	95	100	0	163	0	0	0	0	624	2106	0
Zotu1260	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	39	0	0	35	0	0	183	0	0	44	27	0	13	0	0	0	0	0	0	0
Zotu1263	0	0	0	0	0	399	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu1264	0	0	0	0	418	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1265	0	0	207	0	0	0	0	0	0	0	0	42	59	0	0	0	0	0	4	31	0	0	0	0	0	14	0	4	0	0	1	0	0	0	28	45	0	0	0	0
Zotu1266	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	5	6	0	0	1	0	425	0	0	9	0	0
Zotu127	0	0	118	1559	14	87	121	40	0	24	0	83	0	0	0	73	279	0	513	0	0	36	24	28	0	83	40	22	344	36	21	0	36	0	148	154	71	0	0	0
Zotu1271	0	0	16	0	0	7	0	7	0	6	0	3	0	0	5	4	40	0	0	0	24	31	0	4	0	11	0	20	30	2	18	0	2	0	0	36	60	12	7	0
Zotu1272	0	0	10	0	1	5	3	9	0	1	0	24	2	0	3	14	14	0	4	3	0	3	2	4	0	2	263	2	2	0	11	0	1	0	10	6	2	0	1	0
Zotu1273	0	0	0	0	0	33	2	2	0	5	0	15	0	0	0	12	3	0	2	0	4	22	5	30	0	5	1	10	56	17	24	4	5	0	10	13	44	48	19	0
Zotu1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1276	0	0	74	0	0	4	0	4	0	1	0	16	7	0	0	0	1	0	1	1	2	6	4	29	0	5	3	18	3	17	3	0	3	0	48	27	18	95	13	0
Zotu1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1278	0	0	0	0	0	0	270	0	0	0	0	7	0	0	0	0	93	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	1	0	0	0	0	0	20	0
Zotu1279	0	0	59	0	0	0	1	5	0	9	0	4	0	0	0	4	0	0	30	0	30	30	15	6	0	10	0	13	0	28	21	1	3	0	1	4	8	210	11	0
Zotu128	0	0	64	70	0	7	11	30	324	13	0	129	1381	0	82	36	95	0	77	21	246	99	67	238	0	74	15	88	73	163	77	100	41	0	39	177	69	202	59	0
Zotu1280	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	131	0	0	0	0	8	0	0	0	0	0	0	0
Zotu1281	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1284	0	0	0	1	0	34	29	8	0	3	0	13	0	0	13	7	48	0	26	1	19	43	86	52	0	17	1	9	65	51	41	3	2	0	0	6	33	6	6	0
Zotu1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1287	0	0	6	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	3	1	196	18	10	3	0	21	0	18	0	46	6	0	2	0	0	0	7	2	0	0
Zotu1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	300	0	35	0	24	0
Zotu129	0	0	10	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	540	0	0	0	0	0	0	103	0	36	0	0	0	0	0	0	1142	1575	1	0	0	0
Zotu1291	0	0	53	0	0	0	5	12	0	41	0	14	0	0	0	1	88	0	1	0	0	6	18	5	0	9	4	5	19	10	0	0	3	0	0	22	21	0	1	0
Zotu1292	0	0	1	0	1	0	30	4	0	7	0	0	0	0	0	1	0	0	6	3	14	26	1	19	0	5	45	8	0	16	10	5	9	0	0	1	167	16	8	0
Zotu1293	0	0	0	0	0	0	129	0	0	0	0	5	0	0	0	0	48	0	0	0	0	0	0	0	0	5	128	6	0	0	0	1	0	0	0	31	0	0	0	0
Zotu1294	0	0	0	0	0	6	0	3	0	0	0	2	0	0	5	2	1	0	0	36	0	10	22	7	0	5	5	9	7	1	1	1	9	0	1	34	87	75	24	0
Zotu1297	0	0	0	0	0	0	0	0	0	0	0	21	253	0	0	0	0	0	0	0	0	2	0	0	0	7	0	13	0	0	0	0	0	0	0	94	0	0	0	0
Zotu1299	0	0	0	0	6	17	8	2	0	13	0	26	0	0	0	25	0	0	7	13	24	18	17	17	0	19	0	21	2	14	7	7	2	0	75	27	2	0	1	0
Zotu13	0	0	466	9368	5298	0	0	207	0	29	0	254	0	0	0	0	770	0	1167	0	0	85	749	991	0	188	10	327	470	95	292	0	273	0	0	0	0	1	1680	0
Zotu130	0	0	167	0	0	0	0	50	0	0	0	79	0	0	2	12	0	0	19	0	196	27	300	84	0	45	0	2	50	38	8	0	14	0	1848	40	0	322	25	0
Zotu1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	32	0	0	0	0	0	0	75	0	22	0	0	0	0	36	0	28	0	0	0	0	77	0	0
Zotu1301	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	105	0	3	0	2	0	40	0	0	2	0	0	45	0	0	40	0
Zotu1303	0	0	0	0	0	0	0	3	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	10	0	357	0	0	0	0	0	0	0	0
Zotu1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu1305	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	0	0	0	0	4	0	9	0	1	328	0	0	0	0	8	0	0	0	1	0	0	0	0
Zotu1306	0	0	30	85	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	29	0	0	0	0	0	16	0	19	0	4	0	0	0	0	0	128	0	0	0	0
Zotu1307	0	0	0	0	352	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0	0	3	22	1	5	10	0	0	1	0	0	0	0	0	0	0
Zotu131	0	0	634	183	311	334	316	354	0	322	0	407	592	0	150	664	301	0	36	17	54	128	15	67	0	23	56	52	29	92	51	8	19	0	43	7	34	22	15	0
Zotu1311	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu1312	0	0	0	0	10	0	10	2	65	0	0	2	0	0	0	18	125	0	0	0	15	30	0	16	0	7	0	3	6	8	15	0	6	0	0	3	11	17	24	0
Zotu1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0
Zotu1314	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	2	3	0	4	0	0	15	9	3	0	1	0	12	8	12	23	45	5	0	0	0	190	9	4	0
Zotu1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0
Zotu1316	0	0	10	3	0	9	0	6	0	0	0	17	94	0	0	1	0	0	10	0	0	8	0	2	0	2	1	2	2	0	0	220	2	0	0	4	0	0	1	0
Zotu1317	0	0	5	0	0	2	11	5	0	1	0	24	0	0	0	8	20	0	115	9	11	27	11	14	0	45	2	36	15	32	26	7	15	0	10	13	35	7	2	0
Zotu1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	2	22	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Zotu1319	0	0	8	0	1	0	92	9	0	7	0	2	28	0	0	8	26	0	0	2	24	21	18	31	0	6	0	9	32	27	23	9	13	0	0	0	7	2	0	0
Zotu132	0	0	1	0	2	3	185	15	0	14	0	28	0	0	0	6	52	0	0	170	12	64	65	31	0	28	5	21	3	47	30	1	10	0	275	520	1132	507	512	0
Zotu1320	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1321	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	106	1	0	0	3	0	2	0	0	0	0	214	0	0
Zotu1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	381	0	0	0	0
Zotu1325	0	0	61	1	0	0	0	35	0	0	0	58	0	0	0	6	0	0	1	0	39	17	15	11	0	5	0	13	6	12	2	5	5	0	0	1	10	73	14	0
Zotu1326	0	0	15	0	0	0	0	0	0	0	0	37	219	0	0	0	0	0	73	0	0	18	0	0	0	8	0	13	1	0	0	0	0	0	1	39	0	0	6	0
Zotu1327	0	0	0	0	0	0	52	23	0	1	0	6	0	0	0	10	14	0	33	0	0	13	0	48	0	5	121	1	4	18	11	24	6	0	0	4	14	0	1	0
Zotu1328	0	0	19	0	134	4	467	2	14	2	0	6	0	0	0	5	18	0	0	0	0	4	0	9	0	1	1	0	2	1	10	0	1	0	0	0	1	0	11	0
Zotu1329	0	0	4	0	0	7	7	16	0	3	0	11	0	0	1	6	0	0	15	9	6	15	1	4	0	27	8	24	2	7	0	20	2	0	229	10	61	14	5	0
Zotu133	0	0	37	6	15	0	0	46	0	0	0	32	0	1889	0	0	0	0	15	387	51	41	14	156	0	32	0	207	0	12	0	0	0	0	0	369	0	0	0	0
Zotu1330	0	0	5	0	0	156	60	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	5	0	0	0	0	0	13	1	76	17	0	0	0	0	7	0	0
Zotu1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0
Zotu1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1335	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	8	0	53	0	27	30	2	0	6	0	0	0	0	0	103	107	0	0	0
Zotu1337	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	86	0	0	4	0	0	0	35	0	53	0	2	0	0	0	0	0	66	80	0	0	0
Zotu1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	323	0	0	0	0	0	0	0	0
Zotu134	0	0	0	0	47	506	0	78	0	0	0	145	0	0	0	0	197	0	0	0	965	77	0	64	0	42	11	3	955	131	70	0	131	0	0	53	0	1	2	0
Zotu1341	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1342	0	0	90	0	0	184	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	5	0	0	0	11	0	3	27	4	6	0	0	0	0	23	0	0	0	0
Zotu1343	0	0	0	0	0	0	0	13	0	117	0	0	0	0	0	2	0	0	0	0	0	35	0	102	0	1	0	0	1	9	0	0	8	0	0	0	0	91	0	0
Zotu1344	0	0	5	2	0	1	81	27	0	2	0	0	0	19	0	10	1	0	17	8	12	37	199	79	0	10	4	14	1	11	0	21	2	0	0	0	1	16	8	0
Zotu1345	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1346	0	0	8	0	0	0	0	0	0	0	0	0	0	0	20	2	7	0	18	17	1	6	1	1	0	3	2	3	24	5	11	127	3	0	0	1	2	72	1	0
Zotu1347	0	0	278	0	0	23	3	7	0	2	0	14	1	0	0	0	0	0	0	1	0	2	0	4	0	5	2	13	1	3	0	0	1	0	22	0	0	0	0	0
Zotu1348	0	0	0	0	0	1	41	9	0	0	0	0	0	0	0	8	0	0	20	1	0	53	44	27	0	15	1	10	7	19	32	13	7	0	0	0	6	58	14	0
Zotu1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	113	0	0	0	0	8	4	1	0	0	94	1	2	30	0	0	1	0	0	0	0	0	42	0
Zotu135	0	0	0	0	0	0	0	38	0	0	0	118	0	0	0	166	277	0	0	0	431	106	0	29	0	99	432	59	456	91	203	0	16	0	18	1	743	0	15	0
Zotu1350	0	0	0	0	0	0	0	26	0	0	0	7	0	0	0	0	3	0	20	41	0	32	4	53	0	16	1	10	14	21	20	8	12	0	0	37	25	115	21	0
Zotu1351	0	0	3	0	0	0	0	0	0	0	0	15	159	0	0	0	0	0	73	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	100	1	0	0	0	0
Zotu1353	0	0	41	0	0	0	0	5	0	0	0	80	0	0	0	3	0	0	85	0	0	0	0	0	0	29	38	14	0	0	0	0	0	0	0	63	0	0	0	0
Zotu1354	0	0	0	0	0	0	0	1	0	0	0	46	0	0	0	25	10	0	16	37	0	0	0	1	0	3	9	5	0	7	0	0	1	0	170	4	1	0	0	0
Zotu1356	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0
Zotu1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu136	0	0	189	0	1099	37	1	0	0	135	0	138	0	0	1587	0	26	0	71	0	0	2	0	0	0	38	0	1	0	9	1	0	4	0	9	21	0	0	0	0
Zotu1360	0	0	163	0	0	0	2	1	0	12	0	10	0	0	1	0	0	0	7	70	2	10	0	3	0	14	4	2	9	3	8	0	5	0	1	9	10	0	1	0
Zotu1361	0	0	5	0	45	46	0	4	0	0	0	0	0	0	0	4	52	0	0	0	5	4	29	2	0	6	0	0	0	12	0	0	0	0	20	0	77	0	9	0
Zotu1364	0	0	0	0	0	4	0	4	0	8	0	6	0	0	0	2	1	0	21	0	0	11	3	9	0	2	17	0	1	9	14	3	14	0	11	0	0	176	3	0
Zotu1365	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1366	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	133	32	0	0	0	0	0	0	10	0	1	0	0	1	61	64	0	6	0	0	0	0	0	0	0
Zotu1367	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	17	0	30	0	2	0	0	0	1	7	0	9	0	25	0	148	0	61	0
Zotu1368	0	0	3	0	68	80	0	0	0	0	0	12	0	0	0	55	29	0	12	34	0	4	0	3	0	10	11	1	0	5	0	0	1	0	0	15	12	0	0	0
Zotu1369	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu1370	0	0	0	0	0	0	0	42	68	0	0	0	0	0	0	0	0	0	0	2	0	17	0	0	0	0	0	6	111	2	0	0	0	0	0	0	117	0	0	0
Zotu1371	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	337	0	0	11	0	3	0	33	0	10	0	79	33	0	0	0	0	12	0	0	0	0
Zotu1372	0	0	0	0	0	0	0	1	0	0	0	22	0	0	0	0	205	0	0	0	0	0	55	58	0	7	0	26	0	19	0	0	9	0	0	0	0	0	0	0
Zotu1373	0	0	105	0	0	6	0	2	0	0	0	9	0	0	0	1	0	0	8	56	2	4	2	2	0	14	0	7	9	0	0	0	1	0	3	51	0	29	0	0
Zotu1375	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	28	123	0	10	0	0	0	0	0	70	45	0	0	0	0
Zotu1377	0	0	45	0	0	7	66	11	0	9	0	6	0	0	26	36	47	0	2	28	5	20	3	8	0	5	0	1	5	20	14	26	2	0	0	6	7	4	13	0
