OTU	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu542	0	0	0	0	16	0	0	108	0	0	0	0	0	37	0	0	0	0	0	0	13	0	0	0	0	0	0	0	48	0	0	0	0	0	69	0	3	22	0	0	0
Zotu544	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	326	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu545	0	0	0	0	0	0	0	123	0	0	0	0	0	9	0	66	0	10	0	0	12	59	0	0	0	0	0	70	13	0	0	0	8	0	0	0	40	2	0	0	0
Zotu546	0	0	0	0	0	42	0	0	0	0	0	0	0	108	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	67	0	0	0	0
Zotu55	0	0	0	0	3	0	19	212	1490	304	49	1213	0	96	18	0	0	311	190	0	10	0	48	106	635	768	9	86	55	7	261	267	270	288	0	0	16	90	872	870	0
Zotu551	0	0	0	0	28	0	0	0	0	0	0	0	0	88	8	0	0	0	0	0	41	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu553	0	0	1	0	0	0	0	0	7	8	0	27	0	21	10	0	0	4	70	0	0	0	3	6	0	0	11	105	0	0	0	24	1	0	0	0	5	13	0	7	0
Zotu554	0	0	0	0	16	0	23	28	52	19	3	83	0	75	74	0	10	42	116	0	59	3	10	35	67	147	101	127	154	4	103	121	54	140	6	0	21	104	141	156	0
Zotu557	0	0	0	0	0	0	8	0	2	7	0	0	0	0	15	0	175	32	22	0	0	4	19	2	0	5	0	1	7	4	0	0	14	1	0	0	0	3	0	0	0
Zotu558	0	0	0	0	0	0	27	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	334	0	0	18	43	0	1	2	0	0	0	31	0	0	5	0	0	0
Zotu56	0	0	0	0	311	0	0	0	85	0	0	0	0	557	1	0	0	0	0	0	4	11	0	0	0	0	0	80	243	23	0	32	0	0	5202	0	2741	185	5	0	0
Zotu563	0	0	0	0	34	0	0	1	0	0	0	0	0	186	67	0	0	0	0	0	32	5	5	0	0	0	3	43	112	0	0	0	0	0	1	0	42	11	0	0	0
Zotu565	0	0	0	0	0	0	0	105	0	0	0	0	0	13	0	0	0	1	4	0	0	0	0	0	0	18	1	0	0	2	25	1	5	0	147	0	3	4	0	0	0
Zotu568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0
Zotu57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	7	8449	0	0	0	0	0	145	35	151	0	0	0	0	0	0	0
Zotu571	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu575	0	0	0	0	21	0	1	0	0	0	5	1	0	73	24	0	0	6	42	0	81	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	34	7	0	13	0
Zotu576	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	8	4	0	0	0	0	24	143	28	4	0	0	0	4	0	0	51	0	0	0	0
Zotu577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	1	0	0	0
Zotu579	0	0	0	0	0	0	0	0	4	14	15	1	0	80	24	0	0	23	77	0	0	0	7	13	0	26	0	7	0	2	0	6	9	0	0	0	20	24	10	22	0
Zotu58	0	0	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	414	0	0	0	0	0	6	0	0	0	0	0	0	775	0	5134	0	0	0	0	0	0	4	0
Zotu581	0	0	0	0	6	0	0	0	0	0	0	0	0	52	45	0	0	6	30	0	42	0	0	0	0	0	15	54	0	0	0	0	0	0	0	0	27	0	0	0	0
Zotu582	0	0	0	0	9	0	0	12	0	4	5	26	0	14	5	0	218	6	10	0	1	0	0	10	0	0	0	0	72	0	0	3	18	0	38	0	4	11	4	4	0
Zotu584	0	0	0	0	0	0	3	18	25	10	0	34	0	8	0	0	0	21	66	0	2	0	17	82	0	0	1	0	10	0	0	30	0	5	0	0	3	21	8	36	0
Zotu587	0	0	0	0	36	3	1	1	22	0	0	1	0	106	17	0	1	18	14	0	21	27	5	8	1	0	9	95	54	0	1	3	0	2	2	0	84	19	3	6	0
Zotu588	0	0	0	0	1	0	3	0	0	4	29	0	0	1	67	0	23	23	44	0	3	4	0	3	7	2	7	39	93	0	0	0	22	0	0	0	0	2	0	0	0
Zotu59	0	0	0	0	7126	116	3	0	0	178	0	344	0	0	0	0	61	1	16	0	0	0	1	5	5	17	0	0	0	0	40	5	39	74	0	0	8	6	10	0	0
Zotu595	0	0	0	0	0	0	86	43	0	0	0	0	0	4	0	0	22	19	0	0	8	0	0	6	0	0	46	0	41	2	39	5	7	8	0	0	0	17	0	9	0
Zotu596	0	0	0	0	0	0	0	428	0	0	0	1	0	3	0	0	0	4	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	675	8	0	0	0
Zotu597	0	0	0	0	0	0	0	0	0	0	0	40	0	3	0	0	0	6	32	0	0	0	0	20	68	8	2	0	29	0	33	18	9	3	0	0	11	11	10	1	0
Zotu598	0	0	0	0	0	0	0	0	21	52	0	15	0	4	0	0	0	8	12	0	10	0	0	20	0	0	0	23	4	1	0	0	0	0	0	0	0	3	112	23	0
Zotu599	0	0	0	0	0	0	0	99	21	5	0	9	0	28	0	0	0	11	0	0	19	0	2	6	0	0	0	0	0	0	9	81	4	0	0	0	3	42	0	23	0
Zotu6	0	0	0	0	0	0	39699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu60	5415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu600	0	0	0	0	27	0	0	0	0	0	0	36	0	27	0	0	0	2	0	0	50	0	3	0	0	0	47	26	0	1	0	36	9	0	0	0	22	16	0	0	0
Zotu602	0	0	0	0	2	0	0	44	47	0	10	14	0	23	25	0	1	5	0	0	0	21	2	0	0	0	0	0	24	4	0	9	6	12	46	0	17	17	0	0	0
Zotu603	0	0	0	0	9	0	0	0	2	59	63	0	0	13	3	0	0	6	23	0	6	73	11	11	4	17	0	38	1	0	0	1	19	1	0	0	43	0	17	18	0
Zotu606	0	0	0	0	0	0	0	0	0	3	12	17	0	0	0	0	0	7	4	0	0	0	0	14	63	70	17	0	0	2	3	79	8	76	0	0	1	8	10	23	0
Zotu607	0	0	0	0	0	7	0	0	2	0	0	1	0	18	44	0	2	2	0	0	4	16	1	22	6	2	0	1	27	2	1	0	0	1	119	0	59	13	0	2	0
Zotu608	0	0	0	0	1	2	0	0	0	0	0	1	0	12	51	0	0	6	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	216	0	1	2	0	0	0
Zotu609	0	0	0	0	0	0	3	0	12	7	0	22	0	0	0	0	1	7	11	0	0	0	0	1	117	124	0	0	0	0	10	23	39	66	2	0	0	3	247	215	0
Zotu61	0	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	26	0	0	0	0	0	6	1	0	0	0
Zotu610	0	0	0	0	47	1	3	4	2	0	12	39	0	36	2	0	0	22	50	0	4	7	25	7	35	6	1	158	47	2	1	13	20	39	4	0	23	51	2	37	0
Zotu611	0	0	0	0	0	0	0	104	0	4	0	0	0	23	4	0	0	5	7	0	0	0	1	16	9	0	48	0	0	3	0	0	0	16	116	0	0	1	0	0	0
Zotu613	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	0	4	0	0	0	0	0	0	95	43	6	0	0	0	0	0	0	17	48	0	0	0
Zotu614	0	0	0	0	9	0	0	0	0	0	0	0	0	22	0	0	0	12	0	0	18	0	2	0	0	90	1	0	69	0	49	44	0	0	0	0	0	6	0	19	0
Zotu615	0	0	0	0	3	0	0	0	0	0	0	0	0	39	69	0	0	2	0	0	0	0	24	11	7	0	63	0	0	1	0	20	0	0	0	0	0	9	0	5	0
Zotu616	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	314	0	0	0	0	0	0	0	0
Zotu617	0	0	0	0	0	1065	121	0	0	0	0	0	0	0	0	0	0	0	326	0	698	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu619	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	18	98	0	0	0	3	27	0	0	0	52	6	0	0	57	0	0	0	0	2	36	9	1	0
Zotu62	0	0	0	0	127	2032	344	123	17	45	27	41	0	306	511	1446	543	134	123	0	277	528	71	147	0	85	295	505	626	24	85	136	95	21	229	0	328	571	0	3	0
Zotu621	0	0	0	0	2	0	0	1	0	0	0	0	0	51	33	0	0	2	20	0	21	7	2	1	0	1	51	27	51	5	0	1	0	0	1	0	50	5	0	0	0
Zotu622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu623	0	0	0	0	0	0	0	3	0	0	0	6	0	4	0	0	0	6	31	0	100	0	0	15	0	0	0	1	0	4	0	8	24	0	0	0	0	8	75	8	0
Zotu625	0	0	0	0	1	0	0	0	34	0	0	0	0	13	57	0	1	0	0	0	66	26	0	0	0	0	0	0	0	0	0	0	0	0	59	0	23	0	0	0	0
Zotu629	0	0	0	0	9	0	7	0	0	2	0	0	0	7	14	0	0	10	1	0	4	84	0	0	0	0	56	5	2	0	3	0	0	3	67	0	15	1	0	4	0
Zotu63	0	0	0	0	10	0	0	1112	0	0	65	117	0	114	101	0	0	45	356	0	0	0	0	561	0	222	399	132	3451	77	0	337	55	0	0	0	1	396	25	15	0
Zotu630	0	0	0	0	0	0	0	6	0	0	0	0	0	11	1	0	103	12	39	0	5	0	0	0	0	0	1	0	0	3	1	16	1	49	0	0	11	2	0	4	0
Zotu632	0	0	0	0	9	0	0	26	14	4	0	12	0	36	6	0	0	5	5	0	25	0	11	4	1	32	5	48	0	3	57	41	8	1	24	0	14	15	1	9	0
Zotu633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	7	0	9	121	199	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Zotu635	0	0	0	0	1	0	4	30	23	8	23	3	0	7	19	425	0	11	5	0	15	20	12	8	1	6	48	8	62	1	2	6	9	6	0	0	12	18	6	5	0
Zotu638	0	0	0	0	5	0	0	0	10	0	0	0	0	27	32	0	0	3	0	0	31	0	0	9	0	0	0	14	0	1	0	0	0	0	87	0	23	13	9	0	0
Zotu64	0	0	0	0	186	0	539	618	29	23	0	14	0	1885	193	0	0	49	26	0	317	0	40	123	0	22	87	485	18	81	195	220	1	12	1189	0	333	742	0	27	0
Zotu640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	32	0	0	0	0	0	0	0	0	0	0	0	0	23	0	19	0	0	0	0
Zotu641	0	0	0	0	33	0	26	0	4	36	0	9	0	26	0	0	0	11	28	0	16	3	0	16	0	24	2	1	10	5	0	0	6	0	0	0	64	19	0	28	0
Zotu642	0	0	0	0	34	0	0	0	0	0	1	0	0	1	15	2	107	2	1	0	19	43	0	0	0	0	6	0	43	0	0	0	0	0	10	0	11	0	0	0	0
Zotu645	0	0	0	0	0	201	0	0	0	0	0	0	0	50	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu646	0	0	0	0	9	0	0	18	0	8	15	0	0	11	14	58	18	3	0	0	0	0	9	48	5	27	4	0	14	1	0	5	26	29	0	0	2	12	7	1	0
Zotu647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu65	0	0	0	0	0	0	431	0	0	43	0	125	0	361	312	0	163	39	146	0	28	7	0	22	8	71	421	687	447	40	19	170	224	34	1347	0	144	650	181	23	0
Zotu650	0	0	0	0	6	0	12	0	0	0	0	0	0	93	11	0	0	0	0	0	45	34	0	0	0	0	18	14	6	0	0	0	0	0	1	0	64	0	0	0	0
Zotu651	0	0	0	0	4	0	0	0	0	10	0	0	0	27	14	0	0	2	1	0	25	2	8	0	4	0	1	27	69	1	0	1	0	0	0	0	5	37	0	23	0
Zotu653	0	0	0	0	0	0	0	22	4	0	0	0	0	6	30	0	0	33	2	0	21	5	12	0	0	0	8	57	35	4	0	19	0	0	3	0	3	40	0	0	0
Zotu656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	99	255	0	0	0	0	0	0	0	0	0
Zotu657	0	0	0	0	0	0	0	0	11	6	9	6	0	0	0	0	0	0	0	0	1	5	0	59	74	117	0	0	6	0	0	0	55	0	0	0	0	3	46	26	0
Zotu659	0	0	0	0	0	0	0	0	21	0	0	17	0	42	0	0	0	12	45	0	0	0	0	36	0	0	33	0	0	6	0	0	0	0	0	0	26	12	0	7	0
Zotu66	0	0	0	0	16	0	0	384	0	0	0	0	0	114	1	0	0	127	0	0	1762	8	0	0	0	0	0	0	4	0	0	2	0	0	1204	0	2288	1	0	0	0
Zotu662	0	0	0	0	13	0	0	28	0	0	0	0	0	20	4	0	0	1	0	0	22	2	0	0	2	0	51	72	14	1	0	0	0	0	0	0	0	0	0	3	0
Zotu668	0	0	0	0	0	0	0	193	0	0	0	0	0	32	13	0	0	0	2	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Zotu67	0	0	0	0	165	1102	40	0	0	0	2	0	0	478	801	1249	0	15	14	0	119	1424	0	0	0	0	250	265	64	13	0	9	0	20	157	0	575	26	0	0	0
Zotu672	0	0	0	0	14	0	0	4	0	0	0	9	0	26	0	0	152	0	0	0	24	0	0	0	0	10	0	0	0	0	3	10	3	0	5	0	13	3	0	0	0
Zotu675	0	0	0	0	16	40	0	0	11	0	0	12	0	31	0	0	0	13	45	0	0	0	0	0	0	0	20	0	0	0	0	10	4	0	0	0	7	5	7	0	0
Zotu677	0	0	0	0	0	0	16	6	0	0	0	0	0	33	84	0	0	8	0	0	44	0	0	17	0	0	0	0	0	4	0	4	0	9	0	0	9	7	0	0	0
Zotu678	0	0	0	0	0	0	0	0	0	142	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	31	0	0	0	1	0	53	0	0	0	0	4	3	0	0	0
Zotu679	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	2	0	0	0	0	49	8	5	48	0	0	4	0	106	16	0	0	0	0	0	7	30	0	0
Zotu68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu681	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	184	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu685	0	0	0	0	10	0	0	0	0	0	0	0	0	109	65	0	0	0	0	0	15	1	0	0	0	0	16	0	0	0	0	0	0	0	32	0	26	0	0	0	0
Zotu686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
Zotu687	0	1	0	0	0	0	0	0	0	0	0	0	0	17	20	0	0	11	0	0	93	7	0	0	0	0	86	0	0	0	0	0	0	0	0	0	58	0	0	0	0
Zotu688	0	0	0	0	9	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	50	17	0	0	0	0	76	18	0	0	0	0	0	0	92	0	20	3	0	0	0
Zotu689	0	0	0	0	7	0	0	0	0	0	0	0	0	23	13	0	0	6	4	0	10	12	0	0	0	0	34	13	12	2	0	3	8	0	125	0	3	2	0	0	0
Zotu69	0	0	0	0	4	0	0	3	528	36	90	576	0	136	151	0	0	149	441	0	38	0	70	71	536	934	106	24	1	6	178	363	583	1391	43	0	30	190	2211	2636	0
Zotu691	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	22	0	1	0	0	0	37	50	104	11	0	7	0	0	0	0	8	6	0	0	0
Zotu696	0	0	0	0	28	0	0	11	3	0	0	0	0	31	5	0	0	2	0	0	45	0	3	0	0	0	21	126	0	1	0	1	0	0	0	0	21	17	0	2	0
Zotu697	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu698	0	0	0	0	0	141	0	0	3	1	0	4	0	1	0	0	0	1	0	0	7	0	0	5	2	0	8	0	0	1	0	13	8	26	0	0	0	7	2	0	0
Zotu7	0	0	0	0	0	0	0	0	0	0	54929	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu70	0	0	0	0	52	248	155	287	48	393	48	85	0	124	74	233	499	1368	1576	0	11	105	39	95	10	38	186	102	540	17	120	158	93	26	123	0	71	506	30	5	0
Zotu700	0	0	0	0	0	0	6	89	0	0	0	0	0	34	18	0	55	6	0	0	0	3	2	0	0	0	17	0	0	2	0	0	0	0	0	0	21	0	0	0	0
Zotu701	0	0	0	0	2	135	0	0	0	2	4	0	0	7	0	32	0	1	0	0	0	1	0	6	0	14	7	50	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu704	0	0	0	0	1	0	112	17	0	7	0	0	0	13	32	0	0	14	0	0	0	17	0	0	0	0	0	0	14	0	18	0	0	0	0	0	2	25	0	0	0
Zotu707	0	0	0	0	0	0	0	8	55	81	8	139	0	2	0	0	0	3	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu708	0	0	0	0	10	0	0	0	0	15	0	0	0	33	8	0	0	7	39	0	0	12	0	0	0	1	0	28	0	1	0	6	4	9	0	0	19	30	0	1	0
Zotu709	0	0	0	0	10	0	2	17	0	0	48	0	0	1	0	160	0	10	0	0	0	18	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0
Zotu71	0	0	0	0	0	0	2240	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2382	0	0	0	0	0	0	0	0	0	1909	0	0	0
Zotu714	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	20	0	0	0	67	0	1	0	0	0	0
Zotu715	0	0	0	0	4	0	32	0	0	0	0	0	0	22	0	0	0	19	0	0	31	0	0	5	0	0	12	0	40	0	0	0	0	0	67	0	22	4	0	0	0
Zotu716	0	0	0	0	1	0	0	0	0	0	0	0	0	74	61	0	0	6	0	0	11	0	0	0	0	0	0	13	0	1	0	1	0	0	96	0	25	0	0	0	0
Zotu719	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	3	26	0	50	0	3	38	5	0	94	0	0	5	1	1	0	0	0	0	3	22	0	7	0
Zotu721	0	0	0	0	0	0	0	0	0	35	0	0	0	4	0	0	0	9	0	0	5	2	0	0	0	0	0	221	0	0	0	0	0	0	0	0	34	0	0	0	0
Zotu722	0	0	0	0	0	0	0	0	2	56	12	0	0	6	5	16	0	3	0	0	1	12	0	22	10	0	0	1	20	0	17	24	5	1	40	0	6	25	0	3	0
Zotu726	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	18	9	0	0	0	3	1	0	247	0	0	4	2	0	0
Zotu727	0	0	0	0	8	0	0	0	0	0	0	0	0	51	9	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	1	0	0	0
Zotu73	0	0	0	0	10	0	103	103	0	0	0	0	0	292	91	0	0	3	0	0	1525	0	0	0	0	0	512	307	11	13	0	9	13	0	1343	0	1450	89	0	36	0
Zotu732	0	0	0	0	0	0	167	1	0	0	0	1	0	11	0	0	0	7	1	0	3	0	0	1	0	8	54	0	1	0	0	0	0	0	6	0	5	0	0	0	0
Zotu74	10298	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Zotu740	0	0	0	0	0	0	121	0	0	0	0	0	0	6	0	0	0	3	38	0	21	0	4	0	0	0	5	0	0	0	0	8	0	0	0	0	3	11	0	5	0
Zotu744	0	0	0	0	8	0	0	11	0	6	0	36	0	7	0	0	0	12	0	0	26	0	10	0	0	10	0	26	50	0	0	8	2	0	0	0	1	18	7	3	0
Zotu747	0	0	0	0	15	0	0	8	18	8	0	29	0	5	0	0	1	1	25	0	7	11	0	9	6	0	0	2	31	4	0	15	0	23	113	0	6	5	1	0	0
Zotu75	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	2912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu750	0	0	0	0	0	0	0	0	82	0	12	0	0	4	0	0	0	4	28	0	4	0	0	18	17	52	0	0	0	0	4	1	6	17	0	0	6	0	40	20	0
Zotu752	0	0	0	0	0	0	92	0	0	0	0	6	0	18	0	0	0	4	13	0	1	0	6	0	3	0	13	18	0	0	0	10	5	0	0	0	16	14	7	0	0
Zotu753	0	0	0	0	0	0	0	1	0	0	0	10	0	67	46	0	0	11	3	0	153	0	4	0	0	0	3	23	5	0	0	3	2	0	2	0	24	19	2	0	0
Zotu756	0	0	0	0	0	0	0	0	47	7	3	0	0	2	1	167	0	2	3	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
Zotu757	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	73	0	0	0	0	32	0	6	29	0	0	0	0	63	23	0
Zotu759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	14	38	0	0	0	0	0	7	2	70	0	0	0	0	42	18	0
Zotu76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	108	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	55	0	1	0	0	0	0	0	0	0	0	0	0	0	32	0	89	1	0	0	0
Zotu77	0	0	0	0	0	0	0	5	0	0	0	0	0	27	0	0	0	0	0	0	72	0	0	0	0	0	0	486	195	0	0	0	0	0	2847	0	214	37	0	0	0
Zotu774	0	0	0	0	0	41	38	0	0	0	0	0	0	14	0	0	0	13	22	0	0	7	0	0	0	0	8	22	0	0	0	0	0	0	0	0	11	0	0	0	0
Zotu777	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	23	0	0	0	8	0	0	195	0	3	6	0	0	0
Zotu778	0	0	0	0	17	21	21	0	21	0	0	0	0	9	0	0	0	7	13	0	0	0	19	13	0	0	16	0	2	0	70	0	0	0	0	0	4	6	0	5	0
Zotu779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	274	0	0
Zotu78	0	0	0	0	0	0	0	30	458	168	34	727	0	0	3	0	0	230	507	0	1	0	2	7	297	378	0	0	41	1	94	336	212	453	182	0	15	112	324	1039	0
Zotu780	0	0	0	0	7	0	744	0	0	0	0	0	0	90	20	0	0	202	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	7	21	0	4	106	0	0	0
Zotu782	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Zotu784	0	0	0	0	0	0	0	8	10	3	0	2	0	7	0	0	0	6	6	0	0	3	1	8	1	19	0	107	15	2	3	0	6	0	0	0	10	14	25	0	0
Zotu786	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	132	0	0	42	0	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Zotu792	0	0	0	0	0	0	0	0	23	0	16	14	0	2	1	0	0	1	40	0	0	10	3	46	0	0	0	0	27	0	0	0	7	0	16	0	22	0	22	7	0
Zotu798	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0
Zotu799	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	106	0	0	0	8	0	0	0
Zotu8	0	0	0	40274	0	0	0	0	0	1	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Zotu80	0	0	0	0	65	1151	218	258	9	38	100	51	0	300	336	122	231	183	274	0	61	176	39	131	32	20	563	391	806	19	108	155	25	55	111	0	185	262	83	7	0
Zotu800	0	0	0	0	0	0	0	33	0	23	15	1	0	4	0	0	1	4	23	0	0	0	4	10	20	0	32	0	2	0	10	0	2	2	0	0	12	6	83	10	0
Zotu801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	106	9	2	0	0	0	0	0	52	0	0	5	4	0	0	0
Zotu802	0	0	0	0	0	0	0	33	0	0	0	0	0	13	0	0	0	6	0	0	16	0	0	12	1	9	53	0	53	2	0	0	0	0	0	0	0	2	0	7	0
Zotu804	0	0	0	0	0	0	0	0	13	6	8	0	0	22	0	0	0	4	15	0	34	10	0	0	0	0	77	8	0	0	0	0	0	0	0	0	0	3	0	11	0
Zotu805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	47	112	0	1	0	16	0	0	0	0	0	0	0	0	0
Zotu808	0	0	0	0	0	0	25	0	9	79	0	4	0	3	0	0	0	4	26	0	0	0	0	19	0	0	0	0	0	0	0	6	2	0	0	0	7	0	0	4	0
Zotu809	0	0	0	0	0	0	0	0	10	5	3	36	0	11	12	0	0	11	13	0	28	0	0	19	7	0	0	0	5	5	0	47	3	0	0	0	0	3	5	3	0
Zotu81	4352	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Zotu810	0	0	0	0	4	0	66	8	0	0	2	0	0	17	3	0	0	11	2	0	23	134	4	2	3	6	1	32	24	1	0	0	9	0	9	0	44	8	13	0	0
